Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Levante UD,29,25.7,5,0.997,28.9,ES2,2017
2,Getafe CF,32,28.3,14,0.731,23.4,ES2,2017
3,Girona FC,32,25.9,4,0.703,22.5,ES2,2017
4,Sevilla Atlético,35,20.7,9,0.629,22.0,ES2,2017
5,Rayo Vallecano,34,27.4,12,0.599,20.35,ES2,2017
6,Real Valladolid CF,31,25.4,8,0.645,20.0,ES2,2017
7,UD Almería,42,26.2,9,0.395,16.6,ES2,2017
8,Real Oviedo,30,28.1,3,0.495,14.85,ES2,2017
9,RCD Mallorca,34,25.7,8,0.435,14.8,ES2,2017
10,Córdoba CF,36,26.1,8,0.408,14.7,ES2,2017
11,Real Zaragoza,42,25.9,11,0.336,14.1,ES2,2017
12,Gimnàstic de Tarragona,41,26.3,17,0.326,13.35,ES2,2017
13,AD Alcorcón,37,25.2,9,0.357,13.2,ES2,2017
14,CD Tenerife,32,26.1,8,0.409,13.1,ES2,2017
15,CD Numancia,33,26.1,6,0.391,12.9,ES2,2017
16,Cádiz CF,32,27.8,4,0.397,12.7,ES2,2017
17,SD Huesca,31,27.3,8,0.403,12.5,ES2,2017
18,Elche CF,35,26.5,4,0.333,11.65,ES2,2017
19,CD Lugo,33,25.1,7,0.353,11.65,ES2,2017
20,CF Reus Deportiu,27,27.7,6,0.374,10.1,ES2,2017
21,CD Mirandés,28,26.8,0,0.343,9.6,ES2,2017
22,UCAM Murcia CF,33,27.9,6,0.291,9.6,ES2,2017
