Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,25,24.4,10,10.97,274.2,NL1,2023
2,PSV Eindhoven,24,25.3,14,8.4,201.5,NL1,2023
3,Feyenoord Rotterdam,26,23.6,16,7.0,182.0,NL1,2023
4,AZ Alkmaar,28,22.9,11,3.84,107.45,NL1,2023
5,FC Utrecht,30,25.4,13,1.69,50.7,NL1,2023
6,Twente Enschede FC,24,25.3,10,1.83,43.83,NL1,2023
7,Vitesse Arnhem,28,23.6,13,1.42,39.68,NL1,2023
8,SC Heerenveen,26,24.4,12,1.39,36.2,NL1,2023
9,FC Groningen,29,22.8,14,1.18,34.15,NL1,2023
10,Fortuna Sittard,25,25.8,18,0.893,22.33,NL1,2023
11,NEC Nijmegen,27,23.9,9,0.803,21.68,NL1,2023
12,Sparta Rotterdam,24,26.0,9,0.755,18.13,NL1,2023
13,SC Cambuur Leeuwarden,30,25.6,12,0.558,16.73,NL1,2023
14,Excelsior Rotterdam,28,23.4,10,0.524,14.68,NL1,2023
15,FC Volendam,30,22.5,13,0.474,14.23,NL1,2023
16,FC Emmen,31,25.8,14,0.451,13.98,NL1,2023
17,RKC Waalwijk,28,25.9,16,0.488,13.68,NL1,2023
18,Go Ahead Eagles,28,23.4,12,0.451,12.63,NL1,2023
