Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,39,23.3,19,2.52,98.2,NL1,2007
2,PSV Eindhoven,34,24.6,19,2.86,97.38,NL1,2007
3,AZ Alkmaar,29,25.4,10,2.39,69.3,NL1,2007
4,Feyenoord Rotterdam,33,25.2,16,1.86,61.3,NL1,2007
5,SC Heerenveen,33,23.6,18,0.983,32.43,NL1,2007
6,Vitesse Arnhem,32,23.8,14,0.766,24.53,NL1,2007
7,FC Utrecht,32,25.2,11,0.73,23.35,NL1,2007
8,FC Groningen,34,24.5,10,0.659,22.4,NL1,2007
9,Twente Enschede FC,30,25.3,14,0.742,22.25,NL1,2007
10,RKC Waalwijk,34,25.9,13,0.576,19.6,NL1,2007
11,NAC Breda,27,26.1,6,0.66,17.83,NL1,2007
12,ADO Den Haag,32,25.9,14,0.539,17.25,NL1,2007
13,Willem II Tilburg,29,25.5,16,0.591,17.15,NL1,2007
14,NEC Nijmegen,27,23.3,12,0.617,16.65,NL1,2007
15,Roda JC Kerkrade,23,25.5,16,0.598,13.75,NL1,2007
16,Heracles Almelo,24,26.4,15,0.542,13.0,NL1,2007
17,Sparta Rotterdam,33,24.5,11,0.377,12.43,NL1,2007
18,Excelsior Rotterdam,27,24.8,3,0.329,8.88,NL1,2007
