Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica,38,24.8,27,6.2,235.5,PO1,2014
2,FC Porto,32,24.5,26,6.82,218.2,PO1,2014
3,Sporting CP,30,24.0,19,4.05,121.6,PO1,2014
4,SC Braga,41,24.5,21,2.01,82.3,PO1,2014
5,Rio Ave FC,40,24.2,20,0.839,33.55,PO1,2014
6,Vitória Guimarães SC,35,23.6,17,0.924,32.35,PO1,2014
7,CD Nacional,35,24.0,23,0.92,32.2,PO1,2014
8,CS Marítimo,43,24.6,25,0.747,32.1,PO1,2014
9,GD Estoril Praia,30,25.2,13,1.02,30.45,PO1,2014
10,FC Paços de Ferreira,35,26.5,17,0.753,26.35,PO1,2014
11,Académica Coimbra,29,26.7,16,0.783,22.7,PO1,2014
12,CF Os Belenenses,38,25.4,15,0.582,22.1,PO1,2014
13,Gil Vicente FC,34,25.8,19,0.643,21.85,PO1,2014
14,Vitória Setúbal FC,33,25.0,12,0.617,20.35,PO1,2014
15,FC Arouca,29,26.3,12,0.666,19.3,PO1,2014
16,SC Olhanense,33,25.4,23,0.497,16.4,PO1,2014
