Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Olympique Lyon,29,24.1,13,6.56,190.25,FR1,2011
2,Olympique Marseille,35,25.9,21,4.8,167.9,FR1,2011
3,LOSC Lille,28,25.2,16,4.55,127.4,FR1,2011
4,FC Girondins Bordeaux,35,24.8,17,3.53,123.65,FR1,2011
5,Stade Rennais FC,33,23.6,19,3.3,108.95,FR1,2011
6,Paris Saint-Germain,29,26.4,14,3.46,100.2,FR1,2011
7,FC Toulouse,32,23.9,16,2.52,80.63,FR1,2011
8,AS Monaco,38,24.6,23,1.98,75.4,FR1,2011
9,AS Saint-Étienne,32,24.8,17,2.25,72.05,FR1,2011
10,AJ Auxerre,40,24.3,22,1.66,66.2,FR1,2011
11,OGC Nice,36,25.3,21,1.76,63.5,FR1,2011
12,FC Lorient,32,25.2,12,1.96,62.75,FR1,2011
13,FC Sochaux-Montbéliard,30,24.1,15,2.0,60.1,FR1,2011
14,Valenciennes FC,37,25.1,18,1.55,57.45,FR1,2011
15,AS Nancy-Lorraine,30,26.1,16,1.76,52.65,FR1,2011
16,Montpellier HSC,32,25.2,13,1.6,51.35,FR1,2011
17,RC Lens,39,24.7,20,1.17,45.6,FR1,2011
18,SM Caen,30,24.8,10,1.2,36.1,FR1,2011
19,Stade Brestois 29,31,25.8,16,1.1,34.1,FR1,2011
20,Athlétic Club Arlésien,37,27.1,16,0.539,19.95,FR1,2011
