Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Valladolid CF,42,26.6,10,1.59,66.65,ES2,2022
2,UD Almería,36,25.3,12,1.77,63.75,ES2,2022
3,CD Leganés,44,26.2,11,0.967,42.55,ES2,2022
4,Girona FC,40,23.6,8,0.951,38.05,ES2,2022
5,Real Sociedad B,39,21.5,4,0.835,32.55,ES2,2022
6,Sporting Gijón,42,24.3,7,0.72,30.25,ES2,2022
7,SD Huesca,38,25.9,9,0.787,29.9,ES2,2022
8,SD Eibar,33,27.3,6,0.886,29.25,ES2,2022
9,Real Zaragoza,40,25.4,7,0.693,27.7,ES2,2022
10,UD Las Palmas,37,25.2,8,0.691,25.55,ES2,2022
11,Málaga CF,42,24.2,9,0.583,24.5,ES2,2022
12,Real Oviedo,34,25.5,5,0.665,22.6,ES2,2022
13,CD Mirandés,33,23.7,7,0.668,22.05,ES2,2022
14,CD Tenerife,37,26.1,7,0.565,20.9,ES2,2022
15,SD Ponferradina,32,26.0,8,0.486,15.55,ES2,2022
16,CF Fuenlabrada,42,25.8,17,0.357,14.98,ES2,2022
17,FC Cartagena,39,27.5,11,0.362,14.1,ES2,2022
18,UD Ibiza,34,26.8,5,0.362,12.3,ES2,2022
19,SD Amorebieta,30,28.8,0,0.333,10.0,ES2,2022
20,AD Alcorcón,47,26.4,9,0.199,9.38,ES2,2022
21,Burgos CF,27,27.7,1,0.343,9.25,ES2,2022
22,CD Lugo,38,26.3,5,0.236,8.98,ES2,2022
