Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Internazionale,44,25.6,27,7.89,346.95,IT1,2011
2,AC Milan,45,27.2,22,6.4,288.08,IT1,2011
3,Juventus FC,51,25.5,15,5.08,258.93,IT1,2011
4,ACF Fiorentina,42,24.4,22,4.18,175.48,IT1,2011
5,AS Roma,43,26.2,22,4.02,172.98,IT1,2011
6,SSC Napoli,31,27.8,10,5.5,170.43,IT1,2011
7,Genoa CFC,45,24.8,22,3.74,168.18,IT1,2011
8,Udinese Calcio,40,24.1,23,3.43,137.05,IT1,2011
9,UC Sampdoria,46,24.0,14,2.72,125.05,IT1,2011
10,US Palermo,45,23.7,16,2.73,123.03,IT1,2011
11,SS Lazio,44,26.6,22,2.54,111.73,IT1,2011
12,Parma FC,43,25.2,14,2.0,86.05,IT1,2011
13,Cagliari Calcio,37,27.2,6,2.3,85.03,IT1,2011
14,AC Cesena,45,25.9,22,1.43,64.23,IT1,2011
15,Bologna FC 1909,38,24.4,14,1.66,63.05,IT1,2011
16,Calcio Catania,35,26.3,17,1.73,60.68,IT1,2011
17,AS Bari,46,25.2,15,1.12,51.5,IT1,2011
18,Chievo Verona,43,26.7,21,1.14,48.95,IT1,2011
19,Brescia Calcio,43,25.6,19,0.885,38.05,IT1,2011
20,US Lecce,37,25.1,15,0.884,32.7,IT1,2011
