Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,De Graafschap Doetinchem,31,23.9,8,0.377,11.68,NL2,2010
2,SC Cambuur Leeuwarden,31,25.6,5,0.263,8.15,NL2,2010
3,Excelsior Rotterdam,30,22.2,7,0.243,7.3,NL2,2010
4,Go Ahead Eagles,27,23.5,7,0.256,6.9,NL2,2010
5,FC Volendam,30,24.2,4,0.218,6.55,NL2,2010
6,AGOVV Apeldoorn,29,25.0,8,0.224,6.5,NL2,2010
7,FC Zwolle,26,23.6,6,0.24,6.25,NL2,2010
8,MVV Maastricht,35,22.9,24,0.179,6.25,NL2,2010
9,FC Dordrecht,30,24.8,4,0.204,6.13,NL2,2010
10,Helmond Sport,29,23.6,4,0.203,5.9,NL2,2010
11,SC Veendam,30,24.4,3,0.177,5.3,NL2,2010
12,FC Den Bosch,25,22.9,7,0.21,5.25,NL2,2010
13,FC Emmen,34,24.1,12,0.148,5.03,NL2,2010
14,FC Oss,35,23.8,5,0.142,4.98,NL2,2010
15,HFC Haarlem (- 2009),32,23.3,6,0.152,4.88,NL2,2010
16,Fortuna Sittard,27,23.3,13,0.176,4.75,NL2,2010
17,SC Telstar,26,23.7,4,0.178,4.63,NL2,2010
18,FC Eindhoven,31,23.1,9,0.14,4.35,NL2,2010
19,FC Omniworld,33,22.6,6,0.129,4.25,NL2,2010
20,RBC Roosendaal,28,23.3,6,0.128,3.58,NL2,2010
