Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona B,38,20.7,7,1.33,50.7,ES2,2018
2,Sporting Gijón,33,25.5,6,0.909,30.0,ES2,2018
3,Real Valladolid CF,34,25.4,7,0.8,27.2,ES2,2018
4,Rayo Vallecano,31,27.5,12,0.831,25.75,ES2,2018
5,Granada CF,31,26.4,14,0.716,22.2,ES2,2018
6,CA Osasuna,28,27.1,3,0.777,21.75,ES2,2018
7,SD Huesca,29,26.7,7,0.747,21.65,ES2,2018
8,Sevilla Atlético,37,20.7,7,0.503,18.6,ES2,2018
9,Cádiz CF,35,26.2,9,0.511,17.9,ES2,2018
10,Córdoba CF,41,25.4,8,0.394,16.15,ES2,2018
11,UD Almería,34,25.6,12,0.471,16.0,ES2,2018
12,Cultural Leonesa,29,26.6,8,0.516,14.95,ES2,2018
13,Gimnàstic de Tarragona,40,25.2,14,0.371,14.83,ES2,2018
14,CD Lugo,33,25.3,6,0.448,14.8,ES2,2018
15,Real Oviedo,33,26.2,11,0.429,14.15,ES2,2018
16,Real Zaragoza,29,25.2,8,0.484,14.05,ES2,2018
17,Albacete Balompié,38,27.0,9,0.343,13.05,ES2,2018
18,CD Numancia,28,26.3,4,0.461,12.9,ES2,2018
19,Lorca FC,39,26.4,11,0.294,11.45,ES2,2018
20,CD Tenerife,31,26.7,6,0.366,11.35,ES2,2018
21,AD Alcorcón,33,28.1,7,0.34,11.23,ES2,2018
22,CF Reus Deportiu,28,27.0,6,0.361,10.1,ES2,2018
