Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,31,25.7,14,8.04,249.2,L1,2008
2,SV Werder Bremen,37,24.2,17,4.31,159.55,L1,2008
3,FC Schalke 04,34,26.0,19,3.7,125.85,L1,2008
4,Hamburger SV,36,24.1,24,3.35,120.75,L1,2008
5,VfB Stuttgart,35,24.9,17,3.11,108.85,L1,2008
6,Bayer 04 Leverkusen,31,24.2,12,2.9,90.05,L1,2008
7,Hertha BSC,36,24.5,22,2.25,81.0,L1,2008
8,Borussia Dortmund,34,25.5,17,2.35,79.8,L1,2008
9,VfL Wolfsburg,39,25.6,25,2.03,79.0,L1,2008
10,Eintracht Frankfurt,34,25.1,17,1.99,67.8,L1,2008
11,Hannover 96,31,27.4,15,1.94,60.2,L1,2008
12,1.FC Nuremberg,33,25.8,21,1.74,57.45,L1,2008
13,VfL Bochum,33,25.9,17,1.27,41.95,L1,2008
14,Karlsruher SC,27,25.5,9,1.38,37.35,L1,2008
15,Arminia Bielefeld,34,26.4,11,1.03,34.85,L1,2008
16,FC Energie Cottbus,39,26.1,24,0.794,30.95,L1,2008
17,MSV Duisburg,38,26.3,22,0.768,29.2,L1,2008
18,FC Hansa Rostock,31,26.4,12,0.889,27.55,L1,2008
