Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Atalanta BC,41,25.1,3,0.723,29.65,IT2,2006
2,Bologna FC 1909,37,25.4,3,0.614,22.74,IT2,2006
3,Ternana Calcio,54,23.9,7,0.399,21.54,IT2,2006
4,Brescia Calcio,46,24.6,15,0.436,20.06,IT2,2006
5,Torino FC,32,28.4,6,0.55,17.6,IT2,2006
6,Modena FC,35,26.5,4,0.382,13.38,IT2,2006
7,US Triestina,57,26.4,12,0.215,12.25,IT2,2006
8,Hellas Verona,40,23.4,5,0.258,10.33,IT2,2006
9,Calcio Catania,36,26.5,5,0.283,10.2,IT2,2006
10,FC Crotone,41,24.0,11,0.237,9.7,IT2,2006
11,AC Arezzo,44,25.6,9,0.219,9.64,IT2,2006
12,AS Bari,37,24.1,3,0.228,8.45,IT2,2006
13,Vicenza Calcio,38,25.9,9,0.222,8.45,IT2,2006
14,UC AlbinoLeffe,42,25.2,2,0.2,8.4,IT2,2006
15,US Cremonese,42,25.9,6,0.174,7.33,IT2,2006
16,US Avellino,40,26.7,3,0.171,6.84,IT2,2006
17,Piacenza FC,35,23.3,6,0.17,5.96,IT2,2006
18,AC Mantova 1911,29,27.3,0,0.176,5.11,IT2,2006
19,US Catanzaro,50,25.2,4,0.096,4.82,IT2,2006
20,AC Cesena,34,23.7,4,0.134,4.55,IT2,2006
21,Rimini FC,29,26.9,3,0.147,4.25,IT2,2006
22,Delfino Pescara 1936,41,24.5,4,0.103,4.23,IT2,2006
