Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,35,23.1,24,3.27,114.5,NL1,2005
2,PSV Eindhoven,33,24.5,17,2.63,86.85,NL1,2005
3,Feyenoord Rotterdam,34,23.6,22,1.95,66.43,NL1,2005
4,AZ Alkmaar,28,26.6,10,1.79,50.0,NL1,2005
5,SC Heerenveen,31,23.2,14,1.01,31.2,NL1,2005
6,Vitesse Arnhem,24,24.6,8,0.892,21.4,NL1,2005
7,Roda JC Kerkrade,25,24.4,18,0.837,20.93,NL1,2005
8,FC Utrecht,26,25.4,5,0.781,20.3,NL1,2005
9,RKC Waalwijk,30,24.9,7,0.646,19.38,NL1,2005
10,NAC Breda,30,25.0,8,0.582,17.45,NL1,2005
11,NEC Nijmegen,29,24.5,8,0.582,16.88,NL1,2005
12,Willem II Tilburg,31,24.2,12,0.451,13.98,NL1,2005
13,Twente Enschede FC,28,24.1,14,0.473,13.25,NL1,2005
14,FC Groningen,28,24.5,9,0.463,12.95,NL1,2005
15,De Graafschap Doetinchem,38,25.8,11,0.326,12.38,NL1,2005
16,RBC Roosendaal,30,25.5,13,0.36,10.8,NL1,2005
17,ADO Den Haag,29,24.3,8,0.342,9.92,NL1,2005
18,FC Den Bosch,30,24.5,6,0.278,8.35,NL1,2005
