Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,34,25.7,15,12.17,413.7,ES1,2008
2,Real Madrid,26,26.0,17,13.68,355.8,ES1,2008
3,Valencia CF,30,26.2,10,7.88,236.5,ES1,2008
4,Atlético de Madrid,37,25.3,16,5.72,211.7,ES1,2008
5,Sevilla FC,35,25.9,20,5.7,199.4,ES1,2008
6,Villarreal CF,30,26.3,15,4.98,149.3,ES1,2008
7,RCD Espanyol Barcelona,30,25.7,10,4.02,120.5,ES1,2008
8,Real Zaragoza,32,26.1,8,3.75,119.9,ES1,2008
9,CA Osasuna,31,25.3,9,2.64,81.9,ES1,2008
10,Real Betis Balompié,32,25.8,11,2.53,81.1,ES1,2008
11,RCD Mallorca,29,25.6,12,2.74,79.6,ES1,2008
12,Athletic Bilbao,32,26.2,1,2.34,75.0,ES1,2008
13,Racing Santander,33,25.0,10,2.23,73.7,ES1,2008
14,Deportivo de La Coruña,33,25.4,9,2.18,72.1,ES1,2008
15,Getafe CF,32,25.4,9,2.15,68.9,ES1,2008
16,UD Almería,26,26.0,9,2.18,56.7,ES1,2008
17,Recreativo Huelva,29,26.9,12,1.92,55.6,ES1,2008
18,Real Murcia CF,29,27.4,9,1.73,50.1,ES1,2008
19,Real Valladolid CF,30,27.3,6,1.59,47.65,ES1,2008
20,Levante UD,39,27.0,15,1.07,41.6,ES1,2008
