Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,36,26.5,15,8.58,308.9,IT1,2006
2,AC Milan,36,27.4,17,7.49,269.75,IT1,2006
3,FC Internazionale,52,24.9,31,4.52,234.93,IT1,2006
4,AS Roma,42,23.8,12,4.27,179.2,IT1,2006
5,ACF Fiorentina,43,25.9,15,3.23,138.68,IT1,2006
6,US Palermo,43,24.8,7,2.19,94.2,IT1,2006
7,Udinese Calcio,45,24.4,17,1.99,89.6,IT1,2006
8,SS Lazio,50,25.4,14,1.66,83.05,IT1,2006
9,UC Sampdoria,39,25.4,5,1.58,61.5,IT1,2006
10,Parma FC,39,24.5,8,1.46,57.05,IT1,2006
11,AS Livorno,35,26.5,9,1.61,56.38,IT1,2006
12,US Lecce,42,23.5,13,1.24,52.15,IT1,2006
13,Chievo Verona,34,25.8,5,1.46,49.55,IT1,2006
14,Reggina Calcio,42,24.6,8,1.04,43.65,IT1,2006
15,FC Messina Peloro,41,25.8,12,0.975,39.98,IT1,2006
16,Empoli FC,30,26.4,3,1.23,37.0,IT1,2006
17,Cagliari Calcio,31,25.0,5,1.15,35.65,IT1,2006
18,AC Siena,33,27.5,6,1.06,34.98,IT1,2006
19,Ascoli Calcio 1898,48,25.3,6,0.511,24.55,IT1,2006
20,Treviso FBC 1993,50,25.0,13,0.471,23.53,IT1,2006
