Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,38,25.2,19,2.6,98.85,NL1,2008
2,PSV Eindhoven,30,24.9,19,3.16,94.65,NL1,2008
3,Feyenoord Rotterdam,27,24.8,6,2.76,74.6,NL1,2008
4,AZ Alkmaar,30,23.2,16,2.47,74.05,NL1,2008
5,SC Heerenveen,32,23.9,19,1.62,51.9,NL1,2008
6,FC Groningen,31,24.0,14,1.15,35.63,NL1,2008
7,Twente Enschede FC,25,25.0,9,1.15,28.65,NL1,2008
8,Willem II Tilburg,33,24.4,14,0.682,22.5,NL1,2008
9,Vitesse Arnhem,30,23.9,13,0.743,22.28,NL1,2008
10,FC Utrecht,33,24.3,12,0.642,21.18,NL1,2008
11,Roda JC Kerkrade,25,25.3,17,0.789,19.73,NL1,2008
12,NEC Nijmegen,33,23.7,12,0.555,18.33,NL1,2008
13,Sparta Rotterdam,29,25.0,8,0.604,17.53,NL1,2008
14,NAC Breda,29,26.1,7,0.525,15.23,NL1,2008
15,De Graafschap Doetinchem,27,25.8,8,0.49,13.23,NL1,2008
16,Heracles Almelo,25,26.3,15,0.528,13.2,NL1,2008
17,Excelsior Rotterdam,29,24.8,5,0.415,12.03,NL1,2008
18,VVV-Venlo,27,23.6,8,0.414,11.18,NL1,2008
