Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,31,25.1,15,16.63,515.4,ES1,2010
2,Real Madrid,32,25.3,16,14.12,451.7,ES1,2010
3,Valencia CF,34,25.6,10,7.06,240.0,ES1,2010
4,Sevilla FC,36,25.5,18,6.06,218.3,ES1,2010
5,Atlético de Madrid,37,24.1,16,5.7,210.8,ES1,2010
6,Villarreal CF,31,26.4,13,5.28,163.7,ES1,2010
7,Athletic Bilbao,36,25.2,2,2.8,100.8,ES1,2010
8,Real Zaragoza,38,26.3,18,2.3,87.25,ES1,2010
9,Getafe CF,29,26.4,9,2.67,77.3,ES1,2010
10,Deportivo de La Coruña,31,26.0,8,2.45,75.9,ES1,2010
11,RCD Espanyol Barcelona,34,24.8,13,2.09,71.0,ES1,2010
12,Racing Santander,34,25.3,9,1.96,66.5,ES1,2010
13,RCD Mallorca,28,26.5,11,2.33,65.1,ES1,2010
14,UD Almería,25,26.4,13,2.55,63.7,ES1,2010
15,CA Osasuna,27,27.4,7,2.22,60.0,ES1,2010
16,Málaga CF,37,25.4,13,1.58,58.6,ES1,2010
17,Sporting Gijón,35,25.4,3,1.58,55.2,ES1,2010
18,Real Valladolid CF,34,25.5,8,1.49,50.5,ES1,2010
19,CD Tenerife,24,27.0,4,1.42,34.0,ES1,2010
20,Xerez CD,28,26.9,8,1.16,32.5,ES1,2010
