Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,38,26.8,23,17.42,661.88,IT1,2020
2,Inter Milan,34,26.7,18,17.83,606.05,IT1,2020
3,SSC Napoli,33,26.7,24,16.61,548.28,IT1,2020
4,AC Milan,37,25.2,22,10.93,404.33,IT1,2020
5,AS Roma,36,25.6,23,10.91,392.73,IT1,2020
6,SS Lazio,34,26.1,24,8.94,303.88,IT1,2020
7,ACF Fiorentina,42,24.7,28,7.2,302.23,IT1,2020
8,Atalanta BC,37,24.9,26,7.88,291.43,IT1,2020
9,US Sassuolo,44,24.3,18,3.82,167.98,IT1,2020
10,Cagliari Calcio,41,25.8,16,4.09,167.83,IT1,2020
11,Torino FC,37,24.7,17,4.42,163.55,IT1,2020
12,Genoa CFC,43,26.2,25,3.31,142.38,IT1,2020
13,UC Sampdoria,38,25.1,19,3.56,135.28,IT1,2020
14,Bologna FC 1909,40,24.5,26,3.24,129.65,IT1,2020
15,Parma Calcio 1913,40,26.1,19,3.22,128.75,IT1,2020
16,Udinese Calcio,39,24.9,28,3.1,121.08,IT1,2020
17,Hellas Verona,40,25.0,19,2.81,112.53,IT1,2020
18,Brescia Calcio,33,25.9,11,2.52,83.23,IT1,2020
19,SPAL,42,25.6,23,1.75,73.63,IT1,2020
20,US Lecce,47,25.0,17,1.11,52.33,IT1,2020
