Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,VfB Stuttgart,34,24.0,16,2.08,70.8,L2,2020
2,Hamburger SV,33,24.9,16,1.51,49.9,L2,2020
3,Hannover 96,38,25.8,12,1.02,38.93,L2,2020
4,1.FC Nuremberg,39,25.1,13,0.815,31.8,L2,2020
5,FC St. Pauli,42,24.7,16,0.523,21.98,L2,2020
6,Arminia Bielefeld,29,25.7,10,0.702,20.35,L2,2020
7,1.FC Heidenheim 1846,30,25.7,1,0.657,19.7,L2,2020
8,Holstein Kiel,29,24.3,8,0.643,18.65,L2,2020
9,SG Dynamo Dresden,36,24.8,14,0.515,18.53,L2,2020
10,VfL Bochum,35,25.1,14,0.516,18.08,L2,2020
11,SpVgg Greuther Fürth,31,23.9,8,0.452,14.03,L2,2020
12,SV Darmstadt 98,32,25.7,10,0.431,13.8,L2,2020
13,FC Erzgebirge Aue,29,26.3,8,0.472,13.68,L2,2020
14,SV Sandhausen,30,27.8,10,0.445,13.35,L2,2020
15,VfL Osnabrück,31,26.1,8,0.388,12.03,L2,2020
16,SSV Jahn Regensburg,29,26.4,3,0.408,11.83,L2,2020
17,SV Wehen Wiesbaden,36,25.0,4,0.29,10.45,L2,2020
18,Karlsruher SC,33,25.8,11,0.299,9.88,L2,2020
