Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Porto,31,24.4,24,7.08,219.35,PO1,2015
2,SL Benfica,38,25.7,26,5.17,196.6,PO1,2015
3,Sporting CP,44,23.3,23,4.05,178.4,PO1,2015
4,SC Braga,36,24.5,20,1.94,69.75,PO1,2015
5,Vitória Guimarães SC,45,23.6,21,0.914,41.15,PO1,2015
6,Rio Ave FC,36,23.4,19,0.979,35.25,PO1,2015
7,GD Estoril Praia,31,25.5,18,1.1,33.95,PO1,2015
8,CD Nacional,32,23.7,21,0.974,31.18,PO1,2015
9,CS Marítimo,32,25.3,20,0.823,26.35,PO1,2015
10,CF Os Belenenses,33,25.9,10,0.788,26.0,PO1,2015
11,Gil Vicente FC,37,25.6,21,0.681,25.2,PO1,2015
12,FC Paços de Ferreira,36,25.7,15,0.686,24.7,PO1,2015
13,FC Arouca,29,25.7,12,0.79,22.9,PO1,2015
14,Académica Coimbra,33,25.0,20,0.685,22.6,PO1,2015
15,Moreirense FC,33,25.5,17,0.594,19.6,PO1,2015
16,Vitória Setúbal FC,33,24.9,18,0.545,18.0,PO1,2015
17,FC Penafiel,31,27.8,7,0.577,17.9,PO1,2015
18,Boavista FC,38,25.5,25,0.366,13.9,PO1,2015
