Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,59,25.0,25,14.76,871.05,IT1,2019
2,SSC Napoli,54,24.3,27,11.98,646.8,IT1,2019
3,Inter Milan,60,24.0,30,10.3,617.93,IT1,2019
4,AC Milan,45,24.4,22,12.86,578.48,IT1,2019
5,AS Roma,57,23.7,27,8.05,459.05,IT1,2019
6,Atalanta BC,88,22.7,29,4.18,367.68,IT1,2019
7,ACF Fiorentina,56,22.9,36,5.63,315.33,IT1,2019
8,SS Lazio,57,24.4,33,5.11,291.15,IT1,2019
9,US Sassuolo,59,23.8,15,4.1,242.05,IT1,2019
10,Torino FC,62,23.7,29,3.86,239.23,IT1,2019
11,UC Sampdoria,59,23.5,30,3.67,216.75,IT1,2019
12,Udinese Calcio,56,24.7,41,3.59,201.2,IT1,2019
13,Genoa CFC,69,23.8,35,2.78,191.73,IT1,2019
14,Cagliari Calcio,49,25.9,18,3.17,155.38,IT1,2019
15,Bologna FC 1909,48,25.0,28,2.49,119.68,IT1,2019
16,Empoli FC,59,24.1,24,1.79,105.6,IT1,2019
17,SPAL,51,25.3,20,1.91,97.4,IT1,2019
18,Parma Calcio 1913,70,25.6,19,1.37,95.75,IT1,2019
19,Chievo Verona,68,24.7,32,0.804,54.7,IT1,2019
20,Frosinone Calcio,44,25.8,10,1.24,54.53,IT1,2019
