Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,36,26.9,18,8.71,313.6,FR1,2013
2,Olympique Lyon,52,23.9,24,2.99,155.65,FR1,2013
3,Olympique Marseille,43,24.1,27,3.5,150.65,FR1,2013
4,LOSC Lille,28,26.3,12,4.09,114.6,FR1,2013
5,Stade Rennais FC,35,23.9,22,2.79,97.8,FR1,2013
6,AS Saint-Étienne,34,24.8,17,2.87,97.6,FR1,2013
7,FC Toulouse,32,23.6,17,2.56,82.0,FR1,2013
8,FC Girondins Bordeaux,30,26.1,17,2.7,80.95,FR1,2013
9,Montpellier HSC,36,25.3,17,2.19,78.7,FR1,2013
10,FC Lorient,35,25.7,18,1.82,63.75,FR1,2013
11,OGC Nice,39,23.3,16,1.52,59.15,FR1,2013
12,Valenciennes FC,32,25.6,16,1.55,49.75,FR1,2013
13,FC Sochaux-Montbéliard,34,24.7,24,1.38,46.85,FR1,2013
14,AS Nancy-Lorraine,37,23.2,21,0.996,36.85,FR1,2013
15,Stade Brestois 29,37,25.4,20,0.976,36.1,FR1,2013
16,SC Bastia,37,25.8,13,0.974,36.05,FR1,2013
17,FC Évian Thonon Gaillard,35,26.5,19,0.987,34.55,FR1,2013
18,AC Ajaccio,32,27.2,18,1.07,34.1,FR1,2013
19,Stade Reims,29,25.9,15,1.02,29.5,FR1,2013
20,ESTAC Troyes,31,26.2,13,0.703,21.8,FR1,2013
