Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica,40,23.9,27,3.74,149.5,PO1,2010
2,FC Porto,40,23.0,22,3.67,146.65,PO1,2010
3,Sporting CP,49,23.0,20,2.74,134.35,PO1,2010
4,SC Braga,52,23.7,29,1.34,69.7,PO1,2010
5,CS Marítimo,41,25.7,29,0.773,31.68,PO1,2010
6,Vitória Guimarães SC,33,26.0,14,0.953,31.45,PO1,2010
7,CD Nacional,35,24.7,28,0.836,29.25,PO1,2010
8,Académica Coimbra,35,25.1,13,0.646,22.6,PO1,2010
9,Leixões SC,32,26.3,15,0.697,22.3,PO1,2010
10,CF Os Belenenses,36,24.5,19,0.6,21.6,PO1,2010
11,FC Paços de Ferreira,40,25.1,20,0.493,19.7,PO1,2010
12,Vitória Setúbal FC,33,25.1,16,0.52,17.18,PO1,2010
13,Naval 1º de Maio,29,25.8,22,0.579,16.8,PO1,2010
14,SC Olhanense,33,25.4,14,0.486,16.05,PO1,2010
15,União de Leiria,35,26.0,22,0.457,16.0,PO1,2010
16,Rio Ave FC,30,26.3,13,0.503,15.1,PO1,2010
