Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SL Benfica B,48,20.3,21,0.742,35.6,PO2,2015
2,Sporting CP B,46,20.9,21,0.729,33.55,PO2,2015
3,FC Porto B,45,20.8,19,0.724,32.6,PO2,2015
4,SC Braga B,49,21.6,27,0.505,24.75,PO2,2015
5,CS Marítimo B,58,23.2,28,0.339,19.65,PO2,2015
6,Vitória Guimarães SC B,51,22.2,22,0.344,17.55,PO2,2015
7,SC Olhanense,36,24.9,23,0.265,9.53,PO2,2015
8,GD Chaves,35,27.2,17,0.257,9.0,PO2,2015
9,CD Feirense,37,25.6,9,0.228,8.45,PO2,2015
10,CF União Madeira (-2021),34,25.4,17,0.243,8.25,PO2,2015
11,Atlético CP,32,24.7,17,0.234,7.5,PO2,2015
12,CD Tondela,29,26.8,5,0.243,7.05,PO2,2015
13,CD Santa Clara,37,25.8,13,0.186,6.9,PO2,2015
14,CD Trofense,43,23.7,17,0.158,6.8,PO2,2015
15,Académico Viseu FC,34,26.5,13,0.196,6.65,PO2,2015
16,SC Beira-Mar,40,23.9,27,0.164,6.58,PO2,2015
17,Portimonense SC,38,23.9,24,0.167,6.35,PO2,2015
18,Leixões SC,37,24.0,11,0.17,6.28,PO2,2015
19,SC Freamunde,37,25.5,11,0.149,5.5,PO2,2015
20,UD Oliveirense,28,26.0,5,0.188,5.25,PO2,2015
21,SC Farense,35,26.0,15,0.144,5.05,PO2,2015
22,Desportivo Aves (- 2020),33,25.5,8,0.152,5.0,PO2,2015
23,SC Covilhã,27,25.1,11,0.117,3.15,PO2,2015
24,Clube Oriental Lissabon,26,27.3,6,0.11,2.85,PO2,2015
