Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SM Caen,31,24.8,7,0.601,18.63,FR2,2006
2,SC Bastia,32,24.1,11,0.525,16.8,FR2,2006
3,FC Istres Ouest Provence,33,26.1,10,0.464,15.3,FR2,2006
4,EA Guingamp,30,25.2,11,0.324,9.73,FR2,2006
5,LB Châteauroux,36,24.8,19,0.269,9.7,FR2,2006
6,FC Lorient,29,23.8,11,0.298,8.65,FR2,2006
7,Montpellier HSC,28,23.4,13,0.296,8.3,FR2,2006
8,Clermont Foot Auvergne,36,26.1,10,0.188,6.78,FR2,2006
9,Stade Brestois 29,28,26.6,11,0.234,6.55,FR2,2006
10,AC Le Havre,32,24.3,7,0.169,5.4,FR2,2006
11,US Créteil-Lusitanos,32,26.4,20,0.167,5.35,FR2,2006
12,CS Sedan-Ardennes,32,23.9,18,0.158,5.05,FR2,2006
13,Dijon FCO,25,27.3,8,0.183,4.58,FR2,2006
14,FC Sète 34,32,26.7,6,0.132,4.23,FR2,2006
15,Stade Lavallois,26,25.3,13,0.14,3.65,FR2,2006
16,Stade Reims,31,26.6,11,0.11,3.4,FR2,2006
17,Grenoble Foot 38,29,24.0,13,0.11,3.2,FR2,2006
18,Valenciennes FC,23,27.1,6,0.103,2.38,FR2,2006
19,FC Gueugnon,34,24.1,16,0.067,2.27,FR2,2006
20,Amiens SC,25,24.8,11,0.086,2.15,FR2,2006
