Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,34,25.9,19,17.53,596.05,L1,2016
2,Borussia Dortmund,30,24.9,13,11.77,352.95,L1,2016
3,VfL Wolfsburg,35,25.5,19,7.73,270.43,L1,2016
4,Bayer 04 Leverkusen,33,24.2,21,7.31,241.3,L1,2016
5,FC Schalke 04,32,24.9,14,7.04,225.2,L1,2016
6,Borussia Mönchengladbach,29,25.4,17,6.42,186.15,L1,2016
7,TSG 1899 Hoffenheim,30,24.9,16,3.01,90.2,L1,2016
8,1.FSV Mainz 05,39,25.3,22,2.18,85.15,L1,2016
9,VfB Stuttgart,34,24.8,19,2.39,81.18,L1,2016
10,Hertha BSC,34,25.3,15,2.32,78.93,L1,2016
11,Eintracht Frankfurt,35,24.9,21,2.19,76.6,L1,2016
12,FC Augsburg,39,25.9,21,1.95,75.93,L1,2016
13,1. FC Köln,25,25.0,12,2.75,68.63,L1,2016
14,SV Werder Bremen,39,24.6,18,1.66,64.68,L1,2016
15,Hamburger SV,35,25.8,18,1.81,63.2,L1,2016
16,Hannover 96,39,24.6,21,1.56,60.83,L1,2016
17,FC Ingolstadt 04,29,25.2,16,1.23,35.65,L1,2016
18,SV Darmstadt 98,30,27.3,8,0.838,25.15,L1,2016
