Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,31,25.7,17,9.97,308.98,L1,2011
2,Borussia Dortmund,31,24.8,15,5.48,169.95,L1,2011
3,FC Schalke 04,36,25.2,23,4.37,157.18,L1,2011
4,SV Werder Bremen,38,25.0,18,3.98,151.13,L1,2011
5,Bayer 04 Leverkusen,30,25.1,12,4.92,147.68,L1,2011
6,VfL Wolfsburg,34,25.7,25,4.27,145.1,L1,2011
7,TSG 1899 Hoffenheim,34,23.8,19,3.71,126.13,L1,2011
8,Hamburger SV,30,25.9,20,3.74,112.13,L1,2011
9,VfB Stuttgart,33,25.3,17,3.19,105.25,L1,2011
10,1. FC Köln,38,25.2,19,1.82,69.28,L1,2011
11,Borussia Mönchengladbach,34,25.8,19,1.96,66.55,L1,2011
12,Hannover 96,28,26.0,14,2.33,65.35,L1,2011
13,1.FSV Mainz 05,28,26.9,15,2.16,60.6,L1,2011
14,1.FC Nuremberg,32,24.5,14,1.88,60.2,L1,2011
15,SC Freiburg,32,25.3,19,1.87,59.95,L1,2011
16,1.FC Kaiserslautern,30,24.9,18,1.68,50.5,L1,2011
17,Eintracht Frankfurt,31,25.2,15,1.53,47.58,L1,2011
18,FC St. Pauli,30,26.8,2,1.02,30.5,L1,2011
