Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,SV Werder Bremen,37,24.3,13,1.68,62.1,L2,2022
2,FC Schalke 04,39,25.2,22,1.12,43.83,L2,2022
3,Hamburger SV,35,24.0,13,1.25,43.73,L2,2022
4,1.FC Nuremberg,30,25.5,5,0.961,28.83,L2,2022
5,Hannover 96,35,26.3,13,0.817,28.6,L2,2022
6,Fortuna Düsseldorf,40,25.2,15,0.682,27.28,L2,2022
7,FC St. Pauli,32,25.4,14,0.802,25.68,L2,2022
8,SV Darmstadt 98,32,24.5,8,0.637,20.38,L2,2022
9,SC Paderborn 07,35,25.3,7,0.569,19.9,L2,2022
10,1.FC Heidenheim 1846,31,25.0,2,0.592,18.35,L2,2022
11,Karlsruher SC,35,25.3,9,0.503,17.6,L2,2022
12,SV Sandhausen,38,27.3,12,0.447,16.98,L2,2022
13,Holstein Kiel,34,26.2,7,0.496,16.88,L2,2022
14,SSV Jahn Regensburg,30,26.0,6,0.559,16.78,L2,2022
15,SG Dynamo Dresden,35,25.2,11,0.406,14.2,L2,2022
16,FC Ingolstadt 04,50,24.6,16,0.278,13.88,L2,2022
17,FC Hansa Rostock,33,26.7,8,0.409,13.5,L2,2022
18,FC Erzgebirge Aue,34,25.9,11,0.324,11.0,L2,2022
