Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Madrid,41,24.3,19,19.24,788.8,ES1,2015
2,FC Barcelona,31,25.4,17,19.48,603.8,ES1,2015
3,Atlético de Madrid,32,25.7,16,11.13,356.0,ES1,2015
4,Valencia CF,26,24.1,13,8.85,230.0,ES1,2015
5,Sevilla FC,34,25.0,14,4.9,166.75,ES1,2015
6,Villarreal CF,37,24.1,12,3.59,132.7,ES1,2015
7,Athletic Bilbao,27,26.2,1,4.15,112.1,ES1,2015
8,Real Sociedad,30,25.5,5,3.23,96.8,ES1,2015
9,Málaga CF,30,26.6,18,2.76,82.8,ES1,2015
10,RCD Espanyol Barcelona,32,25.4,6,2.37,75.7,ES1,2015
11,Granada CF,39,25.4,22,1.73,67.55,ES1,2015
12,Celta de Vigo,28,24.3,11,2.16,60.4,ES1,2015
13,Deportivo de La Coruña,33,26.4,12,1.63,53.9,ES1,2015
14,Rayo Vallecano,29,26.7,12,1.78,51.7,ES1,2015
15,Córdoba CF,36,25.8,15,1.41,50.9,ES1,2015
16,Getafe CF,33,26.2,9,1.52,50.2,ES1,2015
17,Levante UD,31,27.8,10,1.4,43.45,ES1,2015
18,Elche CF,29,25.7,9,1.33,38.6,ES1,2015
19,UD Almería,31,25.1,11,1.24,38.3,ES1,2015
20,SD Eibar,25,28.3,3,1.18,29.4,ES1,2015
