Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Burnley FC,26,25.0,18,5.06,131.55,GB2,2023
2,Watford FC,30,26.3,24,4.32,129.55,GB2,2023
3,Sheffield United,27,26.6,14,3.9,105.2,GB2,2023
4,Norwich City,25,25.9,17,4.18,104.6,GB2,2023
5,Middlesbrough FC,25,25.9,8,3.26,81.55,GB2,2023
6,Blackburn Rovers,25,24.1,8,2.82,70.5,GB2,2023
7,West Bromwich Albion,25,27.7,8,2.56,63.95,GB2,2023
8,Hull City,27,25.2,16,2.19,59.2,GB2,2023
9,Sunderland AFC,25,23.2,12,2.37,59.15,GB2,2023
10,Preston North End,25,25.8,18,2.26,56.4,GB2,2023
11,Stoke City,24,26.5,9,2.18,52.25,GB2,2023
12,Queens Park Rangers,25,26.0,15,2.06,51.5,GB2,2023
13,Birmingham City,25,26.5,11,1.95,48.7,GB2,2023
14,Swansea City,22,24.6,12,2.03,44.75,GB2,2023
15,Cardiff City,28,25.2,15,1.58,44.2,GB2,2023
16,Millwall FC,25,26.8,10,1.7,42.43,GB2,2023
17,Coventry City,25,25.6,9,1.61,40.35,GB2,2023
18,Luton Town,27,26.2,12,1.33,35.85,GB2,2023
19,Reading FC,27,27.1,17,1.31,35.5,GB2,2023
20,Blackpool FC,30,26.1,10,1.17,35.1,GB2,2023
21,Bristol City,22,25.3,9,1.59,35.05,GB2,2023
22,Huddersfield Town,33,26.7,12,0.856,28.25,GB2,2023
23,Rotherham United,27,27.0,14,0.985,26.6,GB2,2023
24,Wigan Athletic,28,27.6,16,0.73,20.45,GB2,2023
