Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Newcastle United,44,24.9,31,3.92,172.68,GB2,2017
2,Aston Villa,43,25.2,26,3.37,144.75,GB2,2017
3,Norwich City,40,26.3,23,2.24,89.7,GB2,2017
4,Derby County,39,25.9,20,2.04,79.53,GB2,2017
5,Sheffield Wednesday,42,26.3,24,1.6,67.13,GB2,2017
6,Fulham FC,37,25.0,23,1.78,65.85,GB2,2017
7,Nottingham Forest,45,25.3,31,1.41,63.4,GB2,2017
8,Wolverhampton Wanderers,44,24.0,24,1.36,59.63,GB2,2017
9,Brighton & Hove Albion,38,26.5,21,1.49,56.6,GB2,2017
10,Leeds United,37,24.7,22,1.36,50.45,GB2,2017
11,Queens Park Rangers,43,24.3,26,1.1,47.4,GB2,2017
12,Cardiff City,39,27.3,19,1.14,44.3,GB2,2017
13,Reading FC,42,24.6,27,1.04,43.5,GB2,2017
14,Bristol City,38,25.0,17,1.1,41.9,GB2,2017
15,Huddersfield Town,32,25.0,17,1.23,39.35,GB2,2017
16,Brentford FC,38,23.5,27,0.888,33.75,GB2,2017
17,Birmingham City,40,25.7,22,0.833,33.33,GB2,2017
18,Blackburn Rovers,34,25.1,19,0.894,30.4,GB2,2017
19,Wigan Athletic,57,24.5,20,0.53,30.23,GB2,2017
20,Ipswich Town,42,25.0,18,0.618,25.95,GB2,2017
21,Barnsley FC,43,22.6,16,0.571,24.55,GB2,2017
22,Rotherham United,41,24.9,17,0.471,19.3,GB2,2017
23,Preston North End,33,26.2,19,0.58,19.15,GB2,2017
24,Burton Albion,36,26.5,10,0.424,15.25,GB2,2017
