Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,35,24.6,12,17.28,604.7,ES1,2011
2,Real Madrid,38,24.3,16,13.66,519.0,ES1,2011
3,Atlético de Madrid,31,24.9,10,6.03,187.0,ES1,2011
4,Valencia CF,32,26.4,13,5.52,176.6,ES1,2011
5,Sevilla FC,36,25.6,20,4.88,175.6,ES1,2011
6,Villarreal CF,34,25.2,13,5.02,170.6,ES1,2011
7,Athletic Bilbao,30,25.2,1,3.73,112.0,ES1,2011
8,RCD Espanyol Barcelona,35,24.3,12,2.24,78.4,ES1,2011
9,UD Almería,30,25.8,16,2.45,73.6,ES1,2011
10,Málaga CF,37,26.4,18,1.92,71.05,ES1,2011
11,Real Sociedad,26,25.8,6,2.57,66.7,ES1,2011
12,Getafe CF,29,25.3,7,2.29,66.4,ES1,2011
13,Deportivo de La Coruña,33,26.5,10,1.93,63.7,ES1,2011
14,Racing Santander,30,25.9,12,1.98,59.3,ES1,2011
15,CA Osasuna,29,28.1,6,2.0,57.9,ES1,2011
16,Real Zaragoza,30,26.0,16,1.9,57.0,ES1,2011
17,RCD Mallorca,28,25.5,12,1.92,53.7,ES1,2011
18,Sporting Gijón,33,25.8,5,1.62,53.4,ES1,2011
19,Hércules CF,32,26.8,12,1.62,51.7,ES1,2011
20,Levante UD,33,26.7,7,1.14,37.6,ES1,2011
