Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,48,25.6,20,8.16,391.45,IT1,2014
2,FC Internazionale,63,24.3,36,4.65,292.65,IT1,2014
3,SSC Napoli,36,26.8,25,7.68,276.6,IT1,2014
4,AC Milan,47,25.3,22,5.62,263.95,IT1,2014
5,ACF Fiorentina,56,25.3,34,4.45,249.13,IT1,2014
6,AS Roma,59,23.9,30,4.18,246.4,IT1,2014
7,SS Lazio,54,25.0,33,3.02,162.95,IT1,2014
8,Udinese Calcio,63,23.7,41,1.97,123.95,IT1,2014
9,Genoa CFC,66,24.4,33,1.55,102.1,IT1,2014
10,Parma FC,48,25.2,22,1.87,89.78,IT1,2014
11,US Sassuolo,56,25.0,12,1.57,87.85,IT1,2014
12,Cagliari Calcio,36,24.9,15,2.39,86.2,IT1,2014
13,UC Sampdoria,58,24.5,19,1.44,83.48,IT1,2014
14,Torino FC,43,25.4,20,1.87,80.25,IT1,2014
15,Calcio Catania,54,24.3,28,1.46,78.98,IT1,2014
16,Atalanta BC,62,25.0,14,1.19,73.93,IT1,2014
17,AS Livorno,48,24.9,14,1.48,71.18,IT1,2014
18,Bologna FC 1909,64,24.7,26,1.09,69.83,IT1,2014
19,Chievo Verona,72,25.0,35,0.959,69.08,IT1,2014
20,Hellas Verona,54,25.5,22,1.24,67.13,IT1,2014
