Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Empoli FC,45,23.6,17,0.903,40.63,IT2,2018
2,US Palermo,44,24.1,21,0.753,33.15,IT2,2018
3,AC Perugia Calcio,51,24.0,17,0.638,32.53,IT2,2018
4,Delfino Pescara 1936,46,24.7,15,0.646,29.7,IT2,2018
5,Brescia Calcio,49,23.4,17,0.591,28.95,IT2,2018
6,FC Bari 1908,51,25.6,16,0.477,24.35,IT2,2018
7,Frosinone Calcio,39,24.6,5,0.624,24.35,IT2,2018
8,Parma Calcio 1913,41,27.9,6,0.548,22.48,IT2,2018
9,Spezia Calcio,52,24.5,10,0.402,20.9,IT2,2018
10,Carpi FC 1909,41,24.2,10,0.459,18.8,IT2,2018
11,AS Cittadella,33,24.9,2,0.561,18.5,IT2,2018
12,US Salernitana 1919,45,24.9,17,0.409,18.4,IT2,2018
13,Novara Calcio 1908,41,24.5,12,0.444,18.2,IT2,2018
14,AC Cesena,42,24.1,8,0.421,17.68,IT2,2018
15,US Cremonese,51,25.9,9,0.343,17.48,IT2,2018
16,US Avellino 1912,40,25.3,13,0.424,16.95,IT2,2018
17,Virtus Entella,42,24.8,8,0.401,16.85,IT2,2018
18,Venezia FC,43,25.7,7,0.386,16.6,IT2,2018
19,Ascoli Picchio,57,22.9,8,0.271,15.43,IT2,2018
20,Foggia Calcio,51,26.1,9,0.272,13.85,IT2,2018
21,FC Pro Vercelli 1892,49,24.9,10,0.282,13.83,IT2,2018
22,Ternana Unicusano Calcio,44,24.3,1,0.243,10.7,IT2,2018
