Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,38,24.7,20,20.8,790.33,L1,2022
2,Borussia Dortmund,44,23.9,24,12.7,558.98,L1,2022
3,RB Leipzig,34,23.9,23,14.68,498.95,L1,2022
4,Bayer 04 Leverkusen,35,24.6,24,13.0,455.05,L1,2022
5,VfL Wolfsburg,37,25.3,24,7.28,269.3,L1,2022
6,Borussia Mönchengladbach,31,25.4,15,7.64,236.8,L1,2022
7,Eintracht Frankfurt,36,25.2,23,6.35,228.75,L1,2022
8,TSG 1899 Hoffenheim,40,24.9,21,5.29,211.43,L1,2022
9,SC Freiburg,32,25.0,12,5.51,176.35,L1,2022
10,VfB Stuttgart,39,23.5,21,4.47,174.23,L1,2022
11,Hertha BSC,45,24.7,20,3.46,155.73,L1,2022
12,1.FSV Mainz 05,34,24.9,17,3.85,131.03,L1,2022
13,1.FC Union Berlin,40,26.6,15,2.9,115.9,L1,2022
14,1. FC Köln,31,25.4,13,3.2,99.28,L1,2022
15,FC Augsburg,32,25.5,19,2.98,95.3,L1,2022
16,Arminia Bielefeld,34,24.6,20,1.94,65.85,L1,2022
17,VfL Bochum,33,27.3,15,1.58,52.25,L1,2022
18,SpVgg Greuther Fürth,34,24.6,14,1.09,36.95,L1,2022
