Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,36,25.9,27,12.55,451.95,GB1,2010
2,Manchester United,40,25.0,25,9.62,384.88,GB1,2010
3,Liverpool FC,34,24.6,25,9.75,331.55,GB1,2010
4,Arsenal FC,45,22.7,31,6.98,314.3,GB1,2010
5,Manchester City,40,25.1,25,7.81,312.5,GB1,2010
6,Tottenham Hotspur,41,24.3,20,6.43,263.53,GB1,2010
7,Everton FC,42,24.1,23,5.21,218.93,GB1,2010
8,Aston Villa,31,26.5,13,5.4,167.38,GB1,2010
9,Sunderland AFC,38,25.5,26,3.46,131.58,GB1,2010
10,West Ham United,35,24.8,20,3.48,121.75,GB1,2010
11,Fulham FC,41,26.5,26,2.47,101.18,GB1,2010
12,Portsmouth FC,45,26.4,29,2.15,96.65,GB1,2010
13,Blackburn Rovers,35,26.3,29,2.62,91.63,GB1,2010
14,Bolton Wanderers,32,26.3,18,2.68,85.8,GB1,2010
15,Stoke City,38,26.9,19,2.12,80.65,GB1,2010
16,Wigan Athletic,36,26.2,27,2.16,77.6,GB1,2010
17,Hull City,37,27.0,23,1.98,73.2,GB1,2010
18,Birmingham City,36,26.5,18,1.93,69.65,GB1,2010
19,Wolverhampton Wanderers,37,25.1,20,1.77,65.48,GB1,2010
20,Burnley FC,33,26.0,20,1.46,48.15,GB1,2010
