Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,West Ham United,49,24.8,25,1.71,83.55,GB2,2012
2,Birmingham City,41,24.6,26,1.25,51.33,GB2,2012
3,Southampton FC,39,24.9,14,1.25,48.78,GB2,2012
4,Leicester City,39,25.9,19,1.08,42.1,GB2,2012
5,Leeds United,40,26.2,19,0.822,32.88,GB2,2012
6,Middlesbrough FC,36,24.4,19,0.874,31.45,GB2,2012
7,Burnley FC,38,24.0,20,0.816,31.03,GB2,2012
8,Blackpool FC,45,25.1,24,0.639,28.78,GB2,2012
9,Reading FC,53,23.7,31,0.522,27.65,GB2,2012
10,Bristol City,42,25.5,23,0.635,26.65,GB2,2012
11,Crystal Palace,46,23.8,24,0.568,26.13,GB2,2012
12,Nottingham Forest,37,25.2,19,0.691,25.58,GB2,2012
13,Cardiff City,37,24.6,25,0.639,23.65,GB2,2012
14,Ipswich Town,39,26.1,20,0.605,23.6,GB2,2012
15,Watford FC,41,23.3,22,0.545,22.33,GB2,2012
16,Doncaster Rovers,50,26.5,23,0.437,21.85,GB2,2012
17,Brighton & Hove Albion,42,24.9,22,0.479,20.1,GB2,2012
18,Hull City,39,25.0,20,0.512,19.95,GB2,2012
19,Barnsley FC,41,24.2,13,0.452,18.55,GB2,2012
20,Millwall FC,40,25.8,14,0.461,18.45,GB2,2012
21,Portsmouth FC,37,25.0,22,0.432,16.0,GB2,2012
22,Peterborough United,39,22.9,10,0.409,15.95,GB2,2012
23,Derby County,40,24.2,18,0.386,15.45,GB2,2012
24,Coventry City,35,23.5,15,0.387,13.55,GB2,2012
