Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Nantes,44,25.3,30,0.703,30.95,FR2,2010
2,SM Caen,27,25.8,10,0.839,22.65,FR2,2010
3,AC Le Havre,37,24.7,18,0.588,21.75,FR2,2010
4,FC Metz,32,24.9,18,0.627,20.05,FR2,2010
5,Stade Brestois 29,28,27.0,12,0.67,18.75,FR2,2010
6,Angers SCO,29,24.8,11,0.603,17.5,FR2,2010
7,EA Guingamp,31,24.8,15,0.515,15.95,FR2,2010
8,RC Strasbourg Alsace,36,24.3,19,0.432,15.55,FR2,2010
9,Tours FC,28,25.0,12,0.543,15.2,FR2,2010
10,LB Châteauroux,35,24.1,17,0.43,15.05,FR2,2010
11,AC Arles-Avignon,34,25.8,13,0.434,14.75,FR2,2010
12,CS Sedan-Ardennes,31,23.6,14,0.431,13.35,FR2,2010
13,Dijon FCO,33,26.2,10,0.405,13.35,FR2,2010
14,Clermont Foot Auvergne 63,29,25.2,11,0.441,12.8,FR2,2010
15,SC Bastia,37,24.1,16,0.326,12.05,FR2,2010
16,Vannes OC,29,27.1,7,0.414,12.0,FR2,2010
17,AC Ajaccio,27,25.2,5,0.437,11.8,FR2,2010
18,Nîmes Olympique,34,26.1,21,0.346,11.78,FR2,2010
19,FC Istres Ouest Provence,33,25.9,14,0.312,10.3,FR2,2010
20,Stade Lavallois,28,26.5,4,0.341,9.55,FR2,2010
