Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,AS Nancy-Lorraine,33,23.1,11,0.733,24.2,FR2,2014
2,RC Lens,30,25.1,17,0.622,18.65,FR2,2014
3,Dijon FCO,36,24.3,9,0.504,18.15,FR2,2014
4,AJ Auxerre,32,24.0,18,0.566,18.1,FR2,2014
5,ESTAC Troyes,34,26.0,11,0.507,17.25,FR2,2014
6,Stade Brestois 29,31,25.0,12,0.556,17.23,FR2,2014
7,FC Metz,37,23.6,24,0.415,15.35,FR2,2014
8,AC Le Havre,32,23.8,13,0.475,15.2,FR2,2014
9,SM Caen,28,26.1,12,0.52,14.55,FR2,2014
10,LB Châteauroux,36,24.0,16,0.328,11.8,FR2,2014
11,Angers SCO,33,26.0,17,0.358,11.8,FR2,2014
12,Tours FC,29,24.6,10,0.397,11.5,FR2,2014
13,Athlétic Club Arlésien,29,24.8,12,0.364,10.55,FR2,2014
14,FC Istres Ouest Provence,35,25.2,15,0.29,10.15,FR2,2014
15,Clermont Foot 63,29,24.2,11,0.315,9.13,FR2,2014
16,Stade Lavallois,29,26.2,13,0.293,8.5,FR2,2014
17,Nîmes Olympique,29,25.7,10,0.288,8.35,FR2,2014
18,Chamois Niortais FC,30,25.9,12,0.255,7.65,FR2,2014
19,US Créteil-Lusitanos,25,27.5,14,0.302,7.55,FR2,2014
20,CA Bastia,33,26.2,6,0.22,7.25,FR2,2014
