Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Madrid,24,27.6,17,35.85,860.5,ES1,2023
2,FC Barcelona,22,25.3,9,34.86,767.0,ES1,2023
3,Atlético de Madrid,22,28.5,15,20.77,457.0,ES1,2023
4,Real Sociedad,26,25.5,5,14.44,375.5,ES1,2023
5,Villarreal CF,22,28.4,9,12.58,276.7,ES1,2023
6,Real Betis Balompié,26,28.7,13,9.71,252.5,ES1,2023
7,Athletic Bilbao,25,27.6,1,9.05,226.3,ES1,2023
8,Valencia CF,25,25.1,15,9.02,225.5,ES1,2023
9,Sevilla FC,24,28.7,18,8.71,209.0,ES1,2023
10,Celta de Vigo,23,27.1,11,6.33,145.5,ES1,2023
11,Getafe CF,25,27.6,12,5.47,136.7,ES1,2023
12,CA Osasuna,21,28.0,4,6.06,127.3,ES1,2023
13,Girona FC,25,26.4,11,5.05,126.2,ES1,2023
14,RCD Espanyol Barcelona,27,25.8,7,4.21,113.7,ES1,2023
15,RCD Mallorca,26,27.5,15,3.7,96.1,ES1,2023
16,Rayo Vallecano,25,28.6,8,3.81,95.2,ES1,2023
17,UD Almería,26,26.0,13,3.6,93.6,ES1,2023
18,Real Valladolid CF,24,27.8,10,3.19,76.6,ES1,2023
19,Cádiz CF,29,28.8,9,2.15,62.4,ES1,2023
20,Elche CF,26,27.6,10,2.33,60.7,ES1,2023
