Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Manchester City,32,25.1,22,31.53,1010.0,GB1,2018
2,Chelsea FC,46,24.7,33,19.22,884.25,GB1,2018
3,Liverpool FC,35,24.9,21,24.5,857.5,GB1,2018
4,Manchester United,35,26.1,22,24.27,849.5,GB1,2018
5,Tottenham Hotspur,34,24.7,22,24.4,829.6,GB1,2018
6,Arsenal FC,45,24.8,27,15.42,694.0,GB1,2018
7,Everton FC,48,24.9,30,7.94,381.25,GB1,2018
8,Leicester City,34,26.5,21,8.95,304.25,GB1,2018
9,Southampton FC,29,25.8,16,10.24,297.0,GB1,2018
10,West Ham United,41,25.3,24,6.36,260.6,GB1,2018
11,Crystal Palace,41,25.8,23,5.38,220.73,GB1,2018
12,Newcastle United,37,25.4,25,5.63,208.28,GB1,2018
13,Watford FC,37,26.8,28,5.3,196.0,GB1,2018
14,Stoke City,35,26.2,27,5.5,192.45,GB1,2018
15,Burnley FC,30,27.8,16,5.64,169.3,GB1,2018
16,West Bromwich Albion,33,26.5,17,5.03,165.95,GB1,2018
17,Swansea City,36,26.3,25,4.6,165.49,GB1,2018
18,Brighton & Hove Albion,39,26.7,27,3.8,148.2,GB1,2018
19,AFC Bournemouth,35,26.0,14,4.13,144.5,GB1,2018
20,Huddersfield Town,35,25.6,19,3.03,106.05,GB1,2018
