Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,35,23.3,17,3.13,109.4,NL1,2012
2,PSV Eindhoven,32,24.1,19,2.9,92.9,NL1,2012
3,Twente Enschede FC,36,24.3,17,2.28,82.05,NL1,2012
4,AZ Alkmaar,31,23.1,18,1.76,54.63,NL1,2012
5,Feyenoord Rotterdam,31,22.7,14,1.76,54.6,NL1,2012
6,Vitesse Arnhem,36,22.4,18,1.28,46.08,NL1,2012
7,SC Heerenveen,31,23.7,15,1.45,44.95,NL1,2012
8,FC Groningen,33,23.5,15,1.22,40.2,NL1,2012
9,FC Utrecht,37,24.0,17,0.846,31.3,NL1,2012
10,Roda JC Kerkrade,27,24.9,18,0.792,21.38,NL1,2012
11,NEC Nijmegen,32,24.3,11,0.645,20.63,NL1,2012
12,ADO Den Haag,36,24.3,15,0.569,20.5,NL1,2012
13,VVV-Venlo,28,24.3,10,0.637,17.83,NL1,2012
14,NAC Breda,30,25.5,9,0.572,17.15,NL1,2012
15,Heracles Almelo,26,24.0,6,0.539,14.03,NL1,2012
16,De Graafschap Doetinchem,32,24.0,13,0.4,12.8,NL1,2012
17,RKC Waalwijk,25,24.0,5,0.381,9.53,NL1,2012
18,Excelsior Rotterdam,32,22.6,7,0.288,9.23,NL1,2012
