Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Porto B,41,21.7,19,1.48,60.85,PO2,2014
2,SL Benfica B,49,20.9,24,1.14,55.65,PO2,2014
3,Sporting CP B,54,21.4,30,0.969,52.3,PO2,2014
4,SC Braga B,51,21.5,26,0.593,30.25,PO2,2014
5,CS Marítimo B,46,23.3,21,0.405,18.65,PO2,2014
6,Moreirense FC,28,27.7,10,0.43,12.05,PO2,2014
7,SC Beira-Mar,39,23.9,22,0.293,11.43,PO2,2014
8,CD Feirense,34,24.7,9,0.287,9.75,PO2,2014
9,Portimonense SC,35,24.7,16,0.266,9.3,PO2,2014
10,GD Chaves,34,27.0,12,0.243,8.25,PO2,2014
11,Atlético CP,34,25.7,13,0.24,8.15,PO2,2014
12,CF União Madeira (-2021),34,27.8,11,0.204,6.93,PO2,2014
13,CD Tondela,33,25.9,21,0.205,6.78,PO2,2014
14,CD Santa Clara,35,24.0,10,0.191,6.7,PO2,2014
15,FC Penafiel,27,25.7,4,0.244,6.6,PO2,2014
16,SC Farense,31,26.8,12,0.21,6.5,PO2,2014
17,UD Oliveirense,33,25.4,10,0.192,6.35,PO2,2014
18,Desportivo Aves (- 2020),28,26.4,4,0.191,5.35,PO2,2014
19,CD Trofense,37,22.7,17,0.142,5.25,PO2,2014
20,SC Covilhã,32,24.7,17,0.164,5.25,PO2,2014
21,Leixões SC,33,24.5,6,0.156,5.15,PO2,2014
22,Académico Viseu FC,33,27.6,13,0.142,4.7,PO2,2014
