Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,33,26.6,17,19.79,653.15,IT1,2018
2,SSC Napoli,40,25.2,24,12.61,504.25,IT1,2018
3,Inter Milan,34,25.9,22,14.33,487.28,IT1,2018
4,AS Roma,47,23.7,26,9.98,469.1,IT1,2018
5,SS Lazio,44,24.8,28,9.29,408.78,IT1,2018
6,AC Milan,42,24.5,17,9.69,407.05,IT1,2018
7,ACF Fiorentina,41,23.8,26,5.79,237.33,IT1,2018
8,Atalanta BC,37,23.6,17,5.62,207.95,IT1,2018
9,UC Sampdoria,39,24.6,25,4.88,190.45,IT1,2018
10,Torino FC,51,23.8,24,3.44,175.53,IT1,2018
11,Genoa CFC,44,26.0,25,3.07,135.13,IT1,2018
12,US Sassuolo,39,25.0,7,3.25,126.78,IT1,2018
13,Udinese Calcio,46,24.0,35,2.35,108.03,IT1,2018
14,Bologna FC 1909,41,25.3,24,2.53,103.55,IT1,2018
15,Cagliari Calcio,41,25.4,13,2.4,98.58,IT1,2018
16,SPAL 2013,42,25.4,13,1.51,63.55,IT1,2018
17,Benevento Calcio,48,25.1,21,1.2,57.83,IT1,2018
18,Hellas Verona,41,25.5,18,1.38,56.5,IT1,2018
19,Chievo Verona,36,27.4,16,1.53,55.23,IT1,2018
20,FC Crotone,40,24.1,19,1.2,47.88,IT1,2018
