Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Fortuna Düsseldorf,32,25.5,14,1.16,37.28,L2,2018
2,FC Ingolstadt 04,32,25.7,15,1.07,34.33,L2,2018
3,1.FC Nuremberg,31,25.4,14,1.07,33.2,L2,2018
4,1.FC Union Berlin,30,25.8,12,0.772,23.15,L2,2018
5,1.FC Kaiserslautern,35,24.1,18,0.618,21.63,L2,2018
6,VfL Bochum,35,24.9,10,0.58,20.3,L2,2018
7,SG Dynamo Dresden,29,24.8,8,0.664,19.25,L2,2018
8,Eintracht Braunschweig,32,25.2,13,0.574,18.38,L2,2018
9,Holstein Kiel,29,25.8,4,0.626,18.15,L2,2018
10,Arminia Bielefeld,28,25.0,6,0.643,18.0,L2,2018
11,FC St. Pauli,32,25.3,11,0.559,17.88,L2,2018
12,SV Darmstadt 98,35,25.9,17,0.51,17.85,L2,2018
13,SpVgg Greuther Fürth,35,25.0,16,0.476,16.65,L2,2018
14,SV Sandhausen,34,25.9,12,0.471,16.0,L2,2018
15,1.FC Heidenheim 1846,29,25.1,4,0.499,14.48,L2,2018
16,FC Erzgebirge Aue,30,25.9,11,0.443,13.28,L2,2018
17,MSV Duisburg,28,25.9,13,0.468,13.1,L2,2018
18,SSV Jahn Regensburg,28,25.8,5,0.443,12.4,L2,2018
