Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,45,23.6,20,8.58,386.05,NL1,2022
2,PSV Eindhoven,40,23.9,26,5.27,210.78,NL1,2022
3,Feyenoord Rotterdam,45,23.2,21,4.01,180.38,NL1,2022
4,AZ Alkmaar,38,22.6,13,2.61,99.23,NL1,2022
5,Vitesse Arnhem,36,22.8,19,1.31,47.1,NL1,2022
6,FC Utrecht,43,24.2,13,1.08,46.6,NL1,2022
7,FC Groningen,36,22.9,17,1.2,43.35,NL1,2022
8,SC Heerenveen,36,23.7,11,1.15,41.25,NL1,2022
9,Twente Enschede FC,33,23.8,11,1.07,35.28,NL1,2022
10,Sparta Rotterdam,39,25.3,16,0.537,20.93,NL1,2022
11,Heracles Almelo,37,23.7,24,0.496,18.35,NL1,2022
12,Fortuna Sittard,38,24.8,24,0.476,18.08,NL1,2022
13,Willem II Tilburg,37,24.2,21,0.422,15.6,NL1,2022
14,NEC Nijmegen,31,24.3,14,0.46,14.28,NL1,2022
15,PEC Zwolle,39,23.8,13,0.365,14.23,NL1,2022
16,Go Ahead Eagles,35,23.9,13,0.369,12.93,NL1,2022
17,SC Cambuur Leeuwarden,31,24.3,10,0.402,12.45,NL1,2022
18,RKC Waalwijk,29,25.5,16,0.412,11.95,NL1,2022
