Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,CF Os Belenenses,30,27.2,12,0.512,15.35,PO2,2007
2,Gil Vicente FC,27,25.2,10,0.287,7.75,PO2,2007
3,Vitória Guimarães SC,31,25.5,17,0.243,7.53,PO2,2007
4,Rio Ave FC,24,27.0,11,0.291,6.98,PO2,2007
5,FC Penafiel,33,25.4,14,0.124,4.1,PO2,2007
6,SC Olhanense,31,26.3,14,0.119,3.7,PO2,2007
7,Portimonense SC,28,26.1,12,0.115,3.23,PO2,2007
8,Leixões SC,28,27.4,6,0.08,2.25,PO2,2007
9,CD Santa Clara,28,27.5,16,0.05,1.4,PO2,2007
10,CD Trofense,28,27.4,7,0.048,1.35,PO2,2007
11,CD Feirense,27,26.4,8,0.05,1.35,PO2,2007
12,Gondomar SC,26,25.9,9,0.046,1.2,PO2,2007
13,CD Olivais e Moscavide,30,24.7,7,0.036,1.08,PO2,2007
14,GD Chaves,31,24.9,18,0.026,0.8,PO2,2007
15,GD Estoril Praia,26,25.2,14,0.027,0.7,PO2,2007
16,Varzim SC,27,25.3,8,0.025,0.675,PO2,2007
17,FC Vizela,28,26.9,7,0.023,0.65,PO2,2007
