Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,35,24.9,20,12.47,436.3,FR1,2016
2,AS Monaco,39,23.3,26,5.83,227.4,FR1,2016
3,Olympique Lyon,33,25.0,15,5.04,166.3,FR1,2016
4,Olympique Marseille,38,23.9,22,3.41,129.5,FR1,2016
5,AS Saint-Étienne,40,25.1,16,2.43,97.2,FR1,2016
6,Stade Rennais FC,38,24.6,22,2.48,94.15,FR1,2016
7,FC Girondins Bordeaux,42,23.5,25,2.16,90.7,FR1,2016
8,OGC Nice,35,23.4,13,2.03,70.95,FR1,2016
9,LOSC Lille,34,25.5,19,2.08,70.8,FR1,2016
10,FC Lorient,35,24.7,20,1.66,58.05,FR1,2016
11,Montpellier HSC,32,25.9,17,1.39,44.4,FR1,2016
12,Stade Reims,35,25.7,19,1.23,42.95,FR1,2016
13,FC Toulouse,32,24.1,20,1.34,42.9,FR1,2016
14,FC Nantes,32,24.8,17,1.23,39.3,FR1,2016
15,SM Caen,30,25.6,15,1.23,36.8,FR1,2016
16,EA Guingamp,31,26.8,10,1.08,33.5,FR1,2016
17,Angers SCO,34,27.3,19,0.951,32.35,FR1,2016
18,ESTAC Troyes,37,26.3,17,0.83,30.7,FR1,2016
19,SC Bastia,31,25.8,15,0.782,24.25,FR1,2016
20,GFC Ajaccio,30,25.8,12,0.613,18.4,FR1,2016
