Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Manchester City,24,26.8,16,43.8,1050.0,GB1,2023
2,Chelsea FC,32,25.4,21,31.73,1020.0,GB1,2023
3,Arsenal FC,23,25.1,16,38.7,890.0,GB1,2023
4,Liverpool FC,30,26.5,21,29.3,879.0,GB1,2023
5,Manchester United,32,25.8,20,24.87,795.7,GB1,2023
6,Tottenham Hotspur,25,26.5,17,27.21,680.3,GB1,2023
7,Newcastle United,29,27.3,17,17.04,494.3,GB1,2023
8,West Ham United,22,28.2,16,20.52,451.5,GB1,2023
9,Leicester City,27,26.9,19,16.41,443.1,GB1,2023
10,Aston Villa,23,27.1,16,19.0,437.0,GB1,2023
11,Wolverhampton Wanderers,28,26.0,24,14.24,398.7,GB1,2023
12,Southampton FC,30,25.4,21,13.23,397.0,GB1,2023
13,Brighton & Hove Albion,24,24.8,17,14.94,358.5,GB1,2023
14,Everton FC,25,27.3,11,14.12,352.9,GB1,2023
15,Nottingham Forest,35,27.9,23,9.5,332.65,GB1,2023
16,Leeds United,25,25.4,20,12.76,319.0,GB1,2023
17,Brentford FC,25,25.4,19,12.72,318.1,GB1,2023
18,Crystal Palace,25,26.8,15,12.4,309.95,GB1,2023
19,Fulham FC,24,28.1,22,10.56,253.5,GB1,2023
20,AFC Bournemouth,27,26.4,16,9.03,243.7,GB1,2023
