Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,43,23.8,25,3.11,133.65,NL1,2011
2,PSV Eindhoven,32,24.4,21,3.13,100.25,NL1,2011
3,Twente Enschede FC,34,24.7,18,2.58,87.58,NL1,2011
4,AZ Alkmaar,36,23.5,23,1.7,61.33,NL1,2011
5,Feyenoord Rotterdam,33,24.1,17,1.56,51.6,NL1,2011
6,FC Utrecht,37,24.0,17,1.15,42.7,NL1,2011
7,SC Heerenveen,30,24.0,18,1.35,40.35,NL1,2011
8,FC Groningen,27,23.9,16,1.36,36.65,NL1,2011
9,Vitesse Arnhem,36,23.0,19,0.982,35.35,NL1,2011
10,Roda JC Kerkrade,29,25.2,21,0.809,23.48,NL1,2011
11,NEC Nijmegen,27,23.7,9,0.775,20.93,NL1,2011
12,NAC Breda,32,25.8,8,0.605,19.38,NL1,2011
13,ADO Den Haag,34,24.5,13,0.507,17.23,NL1,2011
14,Heracles Almelo,28,24.9,7,0.508,14.23,NL1,2011
15,VVV-Venlo,30,23.8,15,0.419,12.58,NL1,2011
16,De Graafschap Doetinchem,30,24.3,9,0.388,11.63,NL1,2011
17,Willem II Tilburg,31,24.8,18,0.355,11.0,NL1,2011
18,Excelsior Rotterdam,30,23.0,10,0.36,10.8,NL1,2011
