Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Metz,37,24.3,27,1.17,43.25,FR2,2019
2,ESTAC Troyes,40,25.8,24,0.901,36.05,FR2,2019
3,FC Lorient,42,24.9,16,0.808,33.95,FR2,2019
4,Stade Brestois 29,29,25.7,6,1.12,32.35,FR2,2019
5,RC Lens,40,23.9,19,0.743,29.7,FR2,2019
6,AC Le Havre,31,25.3,21,0.752,23.3,FR2,2019
7,AJ Auxerre,33,25.5,16,0.688,22.7,FR2,2019
8,FC Sochaux-Montbéliard,45,22.6,23,0.486,21.85,FR2,2019
9,Clermont Foot 63,34,24.6,10,0.604,20.55,FR2,2019
10,Paris FC,29,26.8,20,0.658,19.08,FR2,2019
11,AS Nancy-Lorraine,43,25.3,21,0.428,18.4,FR2,2019
12,Valenciennes FC,37,25.4,14,0.436,16.15,FR2,2019
13,LB Châteauroux,31,25.3,13,0.492,15.25,FR2,2019
14,Chamois Niortais FC,34,23.0,13,0.374,12.7,FR2,2019
15,Grenoble Foot 38,33,27.3,13,0.356,11.75,FR2,2019
16,US Orléans,31,25.3,11,0.371,11.5,FR2,2019
17,Red Star FC,36,25.9,14,0.311,11.2,FR2,2019
18,AC Ajaccio,30,26.1,10,0.359,10.78,FR2,2019
19,GFC Ajaccio,31,24.8,12,0.31,9.6,FR2,2019
20,AS Béziers,36,25.9,17,0.267,9.6,FR2,2019
