Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,33,24.8,16,16.88,556.88,L1,2014
2,Borussia Dortmund,31,24.7,12,10.52,326.05,L1,2014
3,FC Schalke 04,38,24.4,18,5.35,203.25,L1,2014
4,Bayer 04 Leverkusen,35,24.3,14,5.03,175.88,L1,2014
5,VfL Wolfsburg,36,25.3,24,4.31,155.23,L1,2014
6,Borussia Mönchengladbach,28,25.0,14,3.98,111.38,L1,2014
7,VfB Stuttgart,35,25.0,18,3.09,108.3,L1,2014
8,Hamburger SV,34,24.9,18,3.02,102.78,L1,2014
9,TSG 1899 Hoffenheim,43,23.7,25,2.27,97.4,L1,2014
10,Eintracht Frankfurt,33,24.7,11,2.61,86.2,L1,2014
11,Hannover 96,36,25.2,20,2.23,80.23,L1,2014
12,SC Freiburg,35,23.7,16,2.05,71.68,L1,2014
13,Hertha BSC,32,25.9,14,2.13,68.08,L1,2014
14,SV Werder Bremen,39,23.7,17,1.7,66.4,L1,2014
15,1.FSV Mainz 05,32,26.6,16,1.86,59.45,L1,2014
16,1.FC Nuremberg,33,24.2,16,1.71,56.45,L1,2014
17,FC Augsburg,35,25.2,20,1.31,45.95,L1,2014
18,Eintracht Braunschweig,33,25.9,11,0.866,28.58,L1,2014
