Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,29,26.2,14,8.14,235.95,L1,2009
2,Hamburger SV,38,25.2,26,4.13,156.88,L1,2009
3,SV Werder Bremen,35,24.2,17,4.27,149.45,L1,2009
4,VfL Wolfsburg,35,25.5,24,3.95,138.33,L1,2009
5,Bayer 04 Leverkusen,31,25.1,15,3.87,120.1,L1,2009
6,VfB Stuttgart,34,25.0,13,3.5,119.05,L1,2009
7,FC Schalke 04,34,24.9,19,3.47,118.05,L1,2009
8,Borussia Dortmund,39,25.4,21,2.71,105.83,L1,2009
9,Hertha BSC,31,24.9,21,2.84,88.1,L1,2009
10,TSG 1899 Hoffenheim,34,23.7,14,2.34,79.65,L1,2009
11,Hannover 96,35,26.0,17,1.84,64.38,L1,2009
12,Eintracht Frankfurt,34,25.0,20,1.86,63.4,L1,2009
13,1. FC Köln,32,26.3,20,1.54,49.3,L1,2009
14,Borussia Mönchengladbach,36,26.4,18,1.36,49.0,L1,2009
15,VfL Bochum,34,27.3,17,1.22,41.45,L1,2009
16,Karlsruher SC,27,26.8,10,1.14,30.9,L1,2009
17,Arminia Bielefeld,30,26.5,13,0.987,29.6,L1,2009
18,FC Energie Cottbus,35,27.5,22,0.844,29.53,L1,2009
