Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Porto,36,25.4,22,7.68,276.5,PO1,2018
2,Sporting CP,45,25.0,26,5.76,259.08,PO1,2018
3,SL Benfica,30,26.3,20,7.64,229.08,PO1,2018
4,SC Braga,38,24.6,21,2.49,94.8,PO1,2018
5,Vitória Guimarães SC,41,24.8,24,1.23,50.33,PO1,2018
6,Portimonense SC,34,24.6,25,1.05,35.78,PO1,2018
7,Rio Ave FC,30,25.4,15,1.1,32.95,PO1,2018
8,CS Marítimo,33,26.0,23,0.865,28.55,PO1,2018
9,GD Estoril Praia,35,24.7,23,0.749,26.2,PO1,2018
10,Vitória Setúbal FC,35,25.8,11,0.684,23.95,PO1,2018
11,GD Chaves,29,26.8,17,0.819,23.75,PO1,2018
12,CF Os Belenenses,33,26.9,16,0.602,19.88,PO1,2018
13,Moreirense FC,32,25.2,25,0.556,17.8,PO1,2018
14,CD Tondela,34,25.5,15,0.514,17.48,PO1,2018
15,Boavista FC,28,26.6,16,0.58,16.25,PO1,2018
16,FC Paços de Ferreira,33,26.5,15,0.48,15.83,PO1,2018
17,CD Feirense,31,26.5,17,0.415,12.85,PO1,2018
18,Desportivo Aves (- 2020),30,29.3,20,0.405,12.15,PO1,2018
