Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Porto,35,24.5,14,4.52,158.15,PO1,2005
2,SL Benfica,31,25.2,15,3.87,120.05,PO1,2005
3,Sporting CP,32,24.7,11,2.79,89.4,PO1,2005
4,SC Braga,34,25.6,14,0.972,33.05,PO1,2005
5,Boavista FC,26,26.8,11,1.12,29.0,PO1,2005
6,CF Os Belenenses,31,26.7,15,0.785,24.35,PO1,2005
7,CS Marítimo,33,26.3,18,0.642,21.2,PO1,2005
8,Vitória Guimarães SC,27,28.1,12,0.756,20.4,PO1,2005
9,União de Leiria,27,26.2,11,0.66,17.83,PO1,2005
10,Académica Coimbra,31,25.5,14,0.443,13.73,PO1,2005
11,Rio Ave FC,27,28.1,12,0.411,11.1,PO1,2005
12,CD Nacional,27,26.4,19,0.38,10.25,PO1,2005
13,Vitória Setúbal FC,26,25.7,12,0.368,9.58,PO1,2005
14,Gil Vicente FC,36,24.9,13,0.228,8.2,PO1,2005
15,SC Beira-Mar,29,26.4,16,0.279,8.1,PO1,2005
16,GD Estoril Praia,28,25.4,15,0.237,6.63,PO1,2005
17,Moreirense FC,26,27.8,8,0.233,6.05,PO1,2005
18,FC Penafiel,27,27.8,14,0.212,5.73,PO1,2005
