Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona B,35,20.1,9,1.76,61.6,ES2,2013
2,Real Madrid Castilla,32,21.5,5,1.88,60.2,ES2,2013
3,Villarreal CF,36,26.0,10,1.16,41.75,ES2,2013
4,Elche CF,29,27.0,4,0.993,28.8,ES2,2013
5,Sporting Gijón,34,26.4,8,0.806,27.4,ES2,2013
6,UD Almería,31,26.5,8,0.816,25.3,ES2,2013
7,UD Las Palmas,32,25.9,7,0.606,19.4,ES2,2013
8,Racing Santander,35,25.4,6,0.503,17.6,ES2,2013
9,Córdoba CF,34,25.5,6,0.509,17.3,ES2,2013
10,Hércules CF,40,25.4,7,0.394,15.75,ES2,2013
11,Girona FC,29,27.6,2,0.51,14.8,ES2,2013
12,CD Numancia,28,26.7,4,0.486,13.6,ES2,2013
13,Real Murcia CF,30,25.7,8,0.447,13.4,ES2,2013
14,Recreativo Huelva,36,25.9,3,0.344,12.4,ES2,2013
15,Xerez CD,44,26.3,7,0.275,12.1,ES2,2013
16,AD Alcorcón,28,27.4,3,0.407,11.4,ES2,2013
17,SD Ponferradina,28,27.4,3,0.407,11.4,ES2,2013
18,CE Sabadell FC,33,27.3,5,0.3,9.9,ES2,2013
19,CD Lugo,32,26.2,4,0.275,8.8,ES2,2013
20,CD Guadalajara,27,26.3,2,0.285,7.7,ES2,2013
21,CD Mirandés,28,29.4,0,0.271,7.6,ES2,2013
22,SD Huesca,29,27.4,1,0.259,7.5,ES2,2013
