Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam U21,45,19.2,13,1.43,64.48,NL2,2022
2,FC Utrecht U21,49,20.3,12,0.342,16.75,NL2,2022
3,PSV Eindhoven U21,46,19.5,22,0.339,15.6,NL2,2022
4,AZ Alkmaar U21,51,19.9,7,0.298,15.18,NL2,2022
5,FC Volendam,46,21.9,15,0.328,15.1,NL2,2022
6,ADO Den Haag,45,23.6,10,0.219,9.88,NL2,2022
7,NAC Breda,37,23.4,14,0.259,9.6,NL2,2022
8,Roda JC Kerkrade,35,23.9,16,0.265,9.29,NL2,2022
9,FC Emmen,35,23.8,11,0.263,9.2,NL2,2022
10,VVV-Venlo,38,22.4,11,0.227,8.63,NL2,2022
11,Excelsior Rotterdam,33,21.7,7,0.249,8.23,NL2,2022
12,Almere City FC,39,23.8,12,0.205,8.0,NL2,2022
13,De Graafschap Doetinchem,32,23.7,5,0.229,7.33,NL2,2022
14,FC Den Bosch,39,23.0,8,0.187,7.3,NL2,2022
15,FC Eindhoven,28,23.0,7,0.222,6.23,NL2,2022
16,MVV Maastricht,41,21.8,17,0.147,6.03,NL2,2022
17,SC Telstar,37,23.2,8,0.161,5.95,NL2,2022
18,FC Dordrecht,35,22.3,13,0.164,5.73,NL2,2022
19,Helmond Sport,28,22.1,15,0.186,5.2,NL2,2022
20,TOP Oss,30,24.8,9,0.166,4.98,NL2,2022
