Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Metz,37,24.3,28,0.786,29.1,FR2,2016
2,RC Lens,26,24.7,12,0.725,18.85,FR2,2016
3,AS Nancy-Lorraine,25,25.4,11,0.742,18.55,FR2,2016
4,Dijon FCO,29,24.6,8,0.529,15.35,FR2,2016
5,FC Évian Thonon Gaillard,36,24.6,21,0.426,15.35,FR2,2016
6,AC Le Havre,30,25.0,13,0.511,15.33,FR2,2016
7,AJ Auxerre,35,23.3,17,0.416,14.55,FR2,2016
8,FC Sochaux-Montbéliard,33,24.8,16,0.409,13.5,FR2,2016
9,Valenciennes FC,33,23.1,19,0.402,13.25,FR2,2016
10,Stade Brestois 29,33,25.2,14,0.389,12.85,FR2,2016
11,Red Star FC,30,26.8,13,0.427,12.8,FR2,2016
12,Clermont Foot 63,28,25.1,10,0.455,12.75,FR2,2016
13,Paris FC,39,25.9,20,0.312,12.15,FR2,2016
14,Tours FC,31,24.2,13,0.379,11.75,FR2,2016
15,Chamois Niortais FC,30,24.5,10,0.335,10.05,FR2,2016
16,Nîmes Olympique,32,24.8,13,0.311,9.95,FR2,2016
17,Stade Lavallois,25,26.4,9,0.37,9.25,FR2,2016
18,US Créteil-Lusitanos,32,26.9,11,0.27,8.65,FR2,2016
19,AC Ajaccio,29,24.7,7,0.267,7.75,FR2,2016
20,Football Bourg-en-Bresse Péronnas 01,28,26.4,6,0.273,7.65,FR2,2016
