Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,37,24.2,25,11.27,416.81,GB1,2007
2,Arsenal FC,38,23.3,32,7.32,278.18,GB1,2007
3,Manchester United,38,24.5,19,6.82,259.15,GB1,2007
4,Liverpool FC,38,24.1,25,6.31,239.77,GB1,2007
5,Tottenham Hotspur,38,24.1,20,4.36,165.73,GB1,2007
6,Newcastle United,35,25.5,23,4.34,152.05,GB1,2007
7,Aston Villa,34,26.0,19,3.22,109.5,GB1,2007
8,Everton FC,30,26.4,19,3.65,109.45,GB1,2007
9,West Ham United,35,25.9,14,3.01,105.45,GB1,2007
10,Portsmouth FC,31,27.4,20,3.13,97.08,GB1,2007
11,Middlesbrough FC,35,24.4,16,2.75,96.32,GB1,2007
12,Manchester City,32,25.6,16,2.78,89.0,GB1,2007
13,Fulham FC,37,27.3,29,2.29,84.68,GB1,2007
14,Blackburn Rovers,31,27.4,24,2.55,78.9,GB1,2007
15,Wigan Athletic,37,27.1,25,2.03,74.93,GB1,2007
16,Bolton Wanderers,34,25.6,26,2.13,72.38,GB1,2007
17,Charlton Athletic,37,25.7,25,1.93,71.47,GB1,2007
18,Sheffield United,43,26.4,20,1.01,43.36,GB1,2007
19,Watford FC,43,23.8,21,0.767,32.97,GB1,2007
20,Reading FC,38,24.4,26,0.865,32.88,GB1,2007
