Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Parma Calcio 1913,46,25.1,30,1.39,64.1,IT2,2022
2,AC Monza,36,26.5,8,1.33,47.74,IT2,2022
3,US Cremonese,37,25.4,7,1.18,43.6,IT2,2022
4,US Lecce,40,24.6,22,1.06,42.3,IT2,2022
5,Brescia Calcio,36,25.7,18,1.0,36.15,IT2,2022
6,Pisa Sporting Club,37,25.5,13,0.928,34.33,IT2,2022
7,SPAL,47,25.4,11,0.662,31.13,IT2,2022
8,Frosinone Calcio,43,24.7,15,0.715,30.73,IT2,2022
9,FC Crotone,47,23.7,20,0.578,27.18,IT2,2022
10,Benevento Calcio,39,24.8,11,0.696,27.15,IT2,2022
11,Ascoli Calcio,41,25.8,13,0.511,20.95,IT2,2022
12,LR Vicenza,48,25.5,8,0.408,19.6,IT2,2022
13,AC Perugia Calcio,39,25.4,9,0.483,18.85,IT2,2022
14,Como 1907,35,25.8,8,0.529,18.53,IT2,2022
15,Cosenza Calcio,49,24.4,15,0.368,18.03,IT2,2022
16,Reggina 1914,44,25.9,14,0.394,17.35,IT2,2022
17,Pordenone Calcio,44,25.4,8,0.394,17.33,IT2,2022
18,Ternana Calcio,39,26.9,10,0.442,17.25,IT2,2022
19,AS Cittadella,35,25.2,7,0.488,17.08,IT2,2022
20,US Alessandria Calcio 1912,45,26.1,3,0.314,14.13,IT2,2022
