Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Bayern Munich,38,23.7,21,20.46,777.33,L1,2020
2,Borussia Dortmund,37,24.5,20,17.68,654.05,L1,2020
3,RB Leipzig,38,23.0,26,15.01,570.48,L1,2020
4,Bayer 04 Leverkusen,29,25.1,18,13.76,398.95,L1,2020
5,Borussia Mönchengladbach,34,25.8,19,7.49,254.7,L1,2020
6,TSG 1899 Hoffenheim,37,26.3,25,6.11,226.05,L1,2020
7,FC Schalke 04,33,24.2,20,6.71,221.58,L1,2020
8,Hertha BSC,42,24.2,21,5.17,217.2,L1,2020
9,Eintracht Frankfurt,35,26.4,23,5.97,208.98,L1,2020
10,VfL Wolfsburg,38,24.7,23,5.46,207.6,L1,2020
11,SV Werder Bremen,36,26.2,18,3.75,135.13,L1,2020
12,SC Freiburg,30,25.8,10,4.09,122.65,L1,2020
13,1.FSV Mainz 05,35,23.9,19,3.47,121.58,L1,2020
14,FC Augsburg,37,25.4,18,3.05,112.95,L1,2020
15,1. FC Köln,35,25.3,14,2.81,98.48,L1,2020
16,Fortuna Düsseldorf,37,26.2,17,1.94,71.78,L1,2020
17,1.FC Union Berlin,34,26.2,11,1.21,41.2,L1,2020
18,SC Paderborn 07,32,25.3,15,0.903,28.9,L1,2020
