Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,RC Lens,32,24.7,17,1.48,47.35,FR2,2009
2,RC Strasbourg Alsace,35,24.7,15,0.739,25.85,FR2,2009
3,Montpellier HSC,28,25.0,11,0.863,24.15,FR2,2009
4,FC Metz,35,25.2,17,0.663,23.2,FR2,2009
5,Angers SCO,31,25.2,14,0.595,18.45,FR2,2009
6,EA Guingamp,31,25.0,15,0.595,18.45,FR2,2009
7,US Boulogne,27,25.1,9,0.669,18.05,FR2,2009
8,Tours FC,29,24.4,14,0.526,15.25,FR2,2009
9,ESTAC Troyes,33,23.8,17,0.458,15.1,FR2,2009
10,CS Sedan-Ardennes,26,24.2,13,0.575,14.95,FR2,2009
11,Stade Reims,35,26.4,15,0.424,14.85,FR2,2009
12,SC Bastia,35,24.3,17,0.423,14.8,FR2,2009
13,AC Ajaccio,34,24.6,10,0.426,14.5,FR2,2009
14,LB Châteauroux,37,24.1,24,0.382,14.15,FR2,2009
15,Vannes OC,36,26.6,8,0.386,13.9,FR2,2009
16,Stade Brestois 29,27,26.6,11,0.5,13.5,FR2,2009
17,Clermont Foot Auvergne 63,32,24.7,12,0.405,12.95,FR2,2009
18,Dijon FCO,28,26.4,9,0.461,12.9,FR2,2009
19,Amiens SC,26,25.3,9,0.433,11.25,FR2,2009
20,Nîmes Olympique,37,26.0,15,0.297,11.0,FR2,2009
