Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Calcio Catania,54,24.5,26,0.659,35.58,IT2,2015
2,Delfino Pescara 1936,57,23.8,21,0.544,31.0,IT2,2015
3,Bologna FC 1909,46,25.2,22,0.633,29.13,IT2,2015
4,Spezia Calcio,47,23.6,21,0.597,28.08,IT2,2015
5,FC Bari 1908,45,24.0,11,0.591,26.58,IT2,2015
6,Carpi FC 1909,42,23.1,8,0.596,25.05,IT2,2015
7,AC Perugia Calcio,56,23.1,16,0.441,24.68,IT2,2015
8,US Latina Calcio,50,23.9,17,0.447,22.33,IT2,2015
9,AS Livorno,43,24.4,13,0.424,18.23,IT2,2015
10,AS Avellino 1912,33,24.2,8,0.549,18.13,IT2,2015
11,Vicenza Calcio,48,23.1,11,0.374,17.98,IT2,2015
12,Frosinone Calcio,36,25.5,5,0.474,17.08,IT2,2015
13,Ternana Calcio,36,22.9,10,0.451,16.23,IT2,2015
14,FC Crotone,48,23.5,17,0.327,15.7,IT2,2015
15,Modena FC,42,22.8,14,0.337,14.15,IT2,2015
16,SS Virtus Lanciano,36,24.6,6,0.39,14.05,IT2,2015
17,Trapani Calcio,40,24.5,4,0.268,10.7,IT2,2015
18,Brescia Calcio,40,23.1,8,0.262,10.48,IT2,2015
19,FC Pro Vercelli 1892,41,23.9,7,0.244,10.0,IT2,2015
20,Varese 1910,46,23.9,13,0.217,10.0,IT2,2015
21,AS Cittadella,35,24.1,1,0.274,9.58,IT2,2015
22,Virtus Entella,42,24.7,8,0.221,9.28,IT2,2015
