Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Internazionale,32,27.9,25,10.25,327.9,IT1,2009
2,AC Milan,35,27.7,19,9.13,319.4,IT1,2009
3,AS Roma,40,25.8,18,6.67,266.8,IT1,2009
4,Juventus FC,34,26.6,14,7.55,256.85,IT1,2009
5,ACF Fiorentina,38,25.0,18,5.19,197.1,IT1,2009
6,Udinese Calcio,37,23.6,20,3.37,124.65,IT1,2009
7,SS Lazio,37,25.4,17,2.96,109.65,IT1,2009
8,US Palermo,47,23.9,11,2.26,106.35,IT1,2009
9,SSC Napoli,31,27.0,10,3.27,101.5,IT1,2009
10,UC Sampdoria,47,23.5,12,2.01,94.3,IT1,2009
11,Genoa CFC,47,23.2,15,1.95,91.7,IT1,2009
12,Torino FC,35,27.2,4,1.85,64.9,IT1,2009
13,Atalanta BC,36,25.0,7,1.78,64.2,IT1,2009
14,Calcio Catania,37,26.5,12,1.35,49.9,IT1,2009
15,US Lecce,43,25.0,21,1.06,45.78,IT1,2009
16,Cagliari Calcio,36,24.1,6,1.27,45.68,IT1,2009
17,AC Siena,40,25.1,17,1.13,45.3,IT1,2009
18,Bologna FC 1909,34,28.3,7,1.19,40.3,IT1,2009
19,Chievo Verona,38,27.1,11,1.01,38.25,IT1,2009
20,Reggina Calcio,42,24.3,13,0.854,35.85,IT1,2009
