Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Norwich City,44,25.0,31,4.15,182.4,GB2,2021
2,Brentford FC,40,23.3,31,4.22,168.9,GB2,2021
3,AFC Bournemouth,34,24.6,19,4.1,139.55,GB2,2021
4,Watford FC,45,25.8,29,2.52,113.3,GB2,2021
5,Swansea City,41,24.7,27,2.32,94.95,GB2,2021
6,Blackburn Rovers,42,24.5,16,1.9,79.75,GB2,2021
7,Stoke City,46,25.1,26,1.65,75.7,GB2,2021
8,Cardiff City,53,23.9,34,1.4,74.25,GB2,2021
9,Reading FC,42,22.9,19,1.64,68.9,GB2,2021
10,Derby County,66,23.2,21,0.908,59.95,GB2,2021
11,Middlesbrough FC,41,24.2,11,1.44,59.05,GB2,2021
12,Bristol City,49,24.4,21,1.17,57.55,GB2,2021
13,Nottingham Forest,38,27.4,23,1.46,55.45,GB2,2021
14,Barnsley FC,49,22.3,20,0.983,48.18,GB2,2021
15,Preston North End,43,25.2,17,1.11,47.9,GB2,2021
16,Huddersfield Town,49,24.0,22,0.951,46.6,GB2,2021
17,Birmingham City,50,24.2,21,0.926,46.3,GB2,2021
18,Millwall FC,32,26.3,14,1.22,39.18,GB2,2021
19,Queens Park Rangers,38,24.7,25,0.972,36.95,GB2,2021
20,Sheffield Wednesday,40,24.9,16,0.778,31.1,GB2,2021
21,Luton Town,39,25.3,14,0.64,24.95,GB2,2021
22,Coventry City,41,24.0,21,0.533,21.85,GB2,2021
23,Rotherham United,35,25.7,15,0.459,16.05,GB2,2021
24,Wycombe Wanderers,34,26.5,14,0.278,9.45,GB2,2021
